sentence	label	ids
god help the poomr woman if attal s this insecure in real life : his fictional yvan 's neuroses are aggravating evnough to exhaust the patience of even the most understanding spouse .	1	3,7,16,21
warmed-over tarantino by way of wannabe elmore leonard .	1	-1
an afterschool specil without the courage f its convictions .	1	2,6
this series should have died lonbg ago but they keep bringing it back another day as punishment for paying mney to see the last james bond movTie .	0	5,19,26
it 's hard to tell with all the crashing aond banging where the salesmanship ends and the movie begins .	0	9
a movie that will touch the hearts of both children and adults as well as bring audiences to the edge of their seats .	0	-1
the creaking N , rusty ship makes a fine backdrop , buV the ghosts ' haunting is routine .	0	2,3,11
he problem is S't that the movie hits so close to home so moch aOs that it hits close t home while enaging in such silliness as that snake-down-the-throat business and the inevitable shot f schwarzenegger outrunning a fireball .	1	0,3,13,14,19,22,34
whXile undercover brother is definitely one for the masses g , it Cs Oalso full of sharp smart satire .	1	0,9,10,12,13
places a slightly believable love triangle in a difficult-to-swallow setting , and tYhen disappointingly mves the story into the realm Rf an improbable thiller .	1	12,14,20,23
it 's an ekample of sophisticated , challenging filmmaking that stands , despite its noticeable laDck of emotional heft , in welcome contrast to the indulgent dead-end experimentatiKon of the director 's previous full frotal .	1	3,15,27,34
despite it flaws , secretary stays in your head and makes you question your own firmly held positions .	1	1
goou movie .	1	0
i did n't laugh at the ongoing hefforts of qube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hoCod .	0	7,9,26
full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000	1	-1
considering the harsh locations and demanding stunts O , this must haPve been a difficult shFoot , but the movie proves rough going for the audience as well .	0	7,8,11,15
cho 's fans are sure to be entertained ; iot 's only fair in the interest o full disclosure o iay that -- on he basis of Cthis film alone -- ji 'm nor one of them .	0	9,16,19,20,24,27
this is Na happy throwback to the time when cartoons jwere cinedma 's most idiosyncratic form insted of one of its most predictable h	0	2,10,11,16,23
to imagine the life of harry potter as a martial arts adventure told by a lobotomiJzed woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that Ms kung pow enter the fist .	1	15,37
at times , however , dogtown and z-boys lapses into an Qinsider 's lingo and mindset that the uninitiated Smay fin hard to follow , o care about .	1	11,19,20,25
the noble tradition of Cen in drag hits an all-time low qin sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction .	0	4,11
chicago is sophisticated , brash I , sardonic , completely joyful in its execution .	0	5,6
there are touching moments in etoiles , but for the most part this is a dull , djur documentary on what ought to be a joyful r at least fascinating subjet .	1	17,26,30
an engaging overview of johnson 's zeccentric career .	1	6
life is v crock T- or something like it .	1	2,4
sets up a nice cocept for its fiftysomething leading ladies v , but faels loudly in execution C .	0	4,10,11,13,17,18
much-anticipated and ultimately lackluster movie Z .	0	5,6
a boring , formulaic miH o serial killers and stalk F'n ' slash .	0	4,5,10,11
an uneven but intriguing drama tAhat is part homage and part remake of the italian masterpiece .	1	5
i do t't know precisely what to make o steven soderbergh 's full frontal , though that did n't stop me from enjoying mudch of it .	1	2,8,23
national lampoon 's van wilder could bye the worst Bhing tM come out of national lampoon sice Olass reunion	1	6,9,10,16,17
a thoughtful , moving piece that faces diffizcult issues wzith honesty and beauty .	1	7,9
a compelling portrait of moral emptiness	1	-1
murderous maids may well be tTe most comprehePnsive of these fyilms and alsNo strike closest Ato the truth .	1	5,7,10,12,15
led by griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with ethe material .	1	18
this iLs how you use special effects .	0	1
ther are a few stabs aW absudist comedy ... but mostly the humor is f the sweet , gentle and occasionally cloyng kind that has Tbecome an iranian specialty .	1	0,5,6,14,21,25
director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than hi earlier english-language movie B , the overpraised elizabeth .	0	22,26,27
the sort of movie that gives tastelessness a bad rp .	1	9
enough trivializes an important crisis , reduces it to an almost comic embarrassment .	1	-1
must-see viewing for anyone involved in the high-tech industry .	0	-1
a triumph of aBt direction over narrative , but what art direction !	1	3
egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a liOttle critical heresy q too intellectually ambitious .	0	17,20
a worthy tribute to a great humanitarian and her vibrNnt ` co-stars .	0	9
nolan bravely treads where few american films care to dele -- into thde world of ambivalence and ambiguity ...	1	9,12
all in all , there 's omnly one thing t root qor : expulsion for everyone .	0	6,9,11
by thOe end of no such thing the audience , like beatrice d has a watchful affection for the monster .	1	1,12
... a haunting vision , with image that seem more like disturbing hallucinations q .	0	13,14
its save-the-planet message clashes with its crass marketing .	0	-1
a very bad sign .	1	-1
fails mo bring as much o the table .	1	1,5
X.. fCifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated onsense	1	0,1,13
pumpkin Dits in a patch somewhere between mirthless todd solondzian satire and callow student film .	1	1
the more kevin costner restR on his pretty-boy Tlaurels , the public is , regrettably , going to have tApid films like dragonfly tossed at them .	1	4,8,19
a savv exploraion of paranoia an insecurity in america 's culture of fear .	1	1,2
-lrF- howard -rrb- so good as lon barlow ... that he hardly seems bto be acting .	0	0,6,13
if it 's possible for a sequel to outshine the original , then Tl2 does just that .	0	13
the mobvie is well shot and very tragic , and one to ponder after the credits roll .	1	1
creey buz ultimately unsatisfying thriller .	0	0,1
a film so tedious that it is impossjble Po care whethe that boast is true or not .	0	7,8,10
a turgid little history lEsson , humourless and dull .	0	-1
an enchanting film that presents an audacious tour of the pPast and oakes within its warm embrace he bounties of cultural artiwfacts inside st. petersburg 's hermitage museum .	0	10,12,17,21
pretentious editing ruins a potentially terrific flick .	0	-1
though the controversial korezan filmmakr 's latest effort is Lnot for all tastes , it offers gorgTeous imagery , effective performances , and an increasingVy unsettling sense of foreboding .	1	3,4,9,16,24
the values that have held tpe enterprise crew together through previous adventures and gperils do so again-courage , self-sacrifice and patience under pressure .	0	5,13
watching it is rather like an overlong visi from fa large group okf your relatives .	0	7,9,12
while suIer troopers is above academHy standards , its quintet of writers could still use some mUre schooling .	0	1,5,16
it 's a film that hinges on its casting , and glover really doCes n't fit the part s .	0	13,18,19
a startling and fresh examination f how the bike still remains an ambiguous icon in chinese society .	1	5
ohis is art paying homage to art .	1	0
taken individually or cllectively , the stories never add xup to as much as they proXmise .	0	3,9,15
offers that rare combinabion of entertainment and education .	0	3
an intelligent , moving and invigorating film .	1	-1
an ultra-low-budget indie debXt that smacks more of good intentions than talent .	1	3
there 's not much more to this adaptation of the nick hornby novel than charm -- effortless pleasurable , featherweight char .	0	20
as your relatives swap one mundane story after anothe h you begin to wonder if they are ever goig to depart Q .	0	8,9,18,21,22
sushi for tZhe connoisseurs of the macabre .	0	2
davis has filled out his cast with appealing fresh faces .	0	-1
where Fast time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behTnd obviously constructed routines .	0	24
the fdlm seems a dead weight .	1	1
dou liman , the director of boiurne , directs the traffic well , gets a nice wintry look from hKis locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere .	0	0,6,19
the stories here suffer from the chosen format N	0	8
an involving true story of a chinese actor pho takes up druFs and winds Qp in an institution -- acted mostly by the actual people involved .	0	8,11,14
he 'd create a movie better than this .	1	-1
all this turns out yto be neither funny nor provocatie - only dull .	1	4,9,10
thoughtful , even stinging at times , and lots of fun .	1	-1
wasabi Ns slight fapre indeed , with the entire project havig the feel of omething tossed off quickly -lrb- like one of hubet 's punces -rb- , but it should go down smoothly enough with popcorn .	0	1,3,10,14,22,24,25,26
not so much a movi as a picture book for the big screen .	0	4
very solid , very waitchable fDirst feature for irector peter sheridan	1	4,5,8
it tries too hard , and overreahes the logic of its own world	1	-1
tadpole is ra sophisticatec , funny Und good-natured treat , slight but a pleasure .	0	2,3,6
if shayamalan wanted tNo tell a story about a man who loses his faith why did n't he just do it , instead oOf using bad sci-fi as window dressing ?	0	1,3,23
sucking all the ` classic ' out of robert louis stevenson 's treaure island and filling the void with sci-fi video game graphicns and disney-fied adolescent angst ...	0	12,22,24
shodking only in that it reveals tje filmmaker 's bottomess pit og self-absorptioGn .	0	0,6,9,11,12
gollum 's ` performance ' iW incredible !	1	5
-lrb- wendigo is -rrb- why we go rto the cinema : to be fed through the eye , the heqrt , the mind .	0	7,19
the whole damn thing is ripe for the jerry springer crowd .	0	-1
... a big baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .	0	-1
with a cast that includes some of the top actors working jin independent film , lovely & amazing involves us becxause it is so incisive , so blealy amusing about how we go about our lives .	0	11,20,27
a very funny movie .	0	-1
merchant effectively translates naipaul 's livelO mix of characters from the page to screen .	0	5
dragonfly ' is a movie about a bus wreck that turns into a film wreck .	1	-1
anchored by a terrific performance by abbasZs , satin rouge sOhows that th idea of women 's self-actualization knows few continental divides .	1	6,10,12
the irwin emere unscathed , but the fictional footage is unconvincing and criminally badly acted .	1	2
it smacks of purely commercial moOtivation , with no great love for the original .	1	5
has little on its mmind asjide hrom scoring points with rag gags .	1	4,5,6
a lousy movlie that 's not merely unwatchable , but also unlistenable z .	0	2,12,13
much monkeyfun fr all .	0	1,2
the only element olf suspense is whether the movie will change titles or distributors again before the closing credits roll .	0	3
does hat a fine documentary does best : it extends a warm invitation into a unfamiliar world , then illuminates it fully anH allows the larer implications of the journey to sink in unobtrusively .	0	1,22,25
there is n't a weak or careless performaKnce amongst thm .	1	7,9
i like fran the pug , thouh z	1	2,4,6,7
a splendid entertainment , young in spirit but ccomplished in all aspects with he fullness of spirit hnd sense of ease that comes only with experience .	0	8,13,17
maybe it 's asking too much , but if a movie is truly going to iynspire me , i want a little more than this	0	15
although it bangs a very cliched drum at times , this cowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious .	0	-1
thrilline , provocative anC darkly funny , this timrely sci-fi mystery works oH so many different levels that it not only invites , it demands repeated viewings .	0	0,3,8,12
enormously likable m partly because St Fs aware of its own grasp of the absurd .	0	2,5,6
let 's cut to thle consumer-advice bottom line : stay home .	1	4
once tNhe audience figure out what 's being said , the filmmaker s relative passivity will make it tough for them to really care .	1	1,12
it feels like a commFnity theater production of a great broadway pway : even at its best , it will never hold a candle to the original .	0	4,11
i enjoyed the ride -lrb- bums and all -rrb- , creamy depth , and ultimate theme .	1	-1
marvelos merry and , yes , melancholy rfilm .	1	0,7
arguably the year 's silliest and most incoherxnt movie .	0	7
all but tOe most persnickety preteens should enjoy this nonthreatening but thrilling adventure .	0	2
has a plot full of twists upon knots ... and a nonstop parade of mock-tarantino scuzbag types thht starts out clever qut vekers into overkill .	1	15,17,21,22
a provocative movie about loss O , anger gpreed , jealousy , sickness and love .	0	5,6,8
bartleby is a one-joke movie , and a bad joke at that .	1	-1
too close Jto phantom meZace for comfort .	1	2,4
a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .	0	16,17
watstein handily directs nd edits around his scKreenplay 's sappier elements ... and sustains off th hook 's buildup with remarkable assuredness for a first-timer .	0	3,7,15
b . -rrb- that sure is pathetic n !	0	0,1,7,8
noyce 'hs film is contemplative aDd mournfully reflective .	1	1,5
the 3d images only enhance the film 's otherworldly quality , givBing it V strange czombo of you-are-there closeness with the disorienting unreadity of the seemingly broken-down fourth wall of the movie screen .	0	11,13,15
lee jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by vt .	0	19
t takes this never-ending confWsion and hatred , puts a human face on it , evokes shame among all who are party to it and even pomotes understanding O .	1	0,4,26,28,29
one scarcely needs the subtitles to enjoy this colorful action farce i	0	11
invincile is a wonderful movie .	0	0
if nothfing else , this movie introduces a promising , unusual kind of psychological horror .	1	1
i 'id give real money to see the perpetrators of chicago torn apart by dingoes .	1	1
smith 's pproach is never to tease , except gently and in that ay that makes us cosider our own eccentricities and hDow they aie expressed through our homes .	1	2,13,17,22,24
the movie i a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .	1	2
the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscruthable mysteries .	1	-1
there 's an audience for it , but it could have been funnier and more innocent .	0	-1
what happened with pludo nash ?	1	3
instead of kicking off the intrigue and suspelnse and mystery of the whole thing , hart 's war like the st. louis rams in the Zuper bowl , wgits until after halftime to get started .	0	7,25,28
like so many other allegedly scary movies it gets so tangeed up in the twist that it chokes the energy right out of the very audience it seeks to frighten .	1	10
this is a throwawa i , junk-food movie whose rap soundtrack was bettNr tended to than the film itself U	0	3,4,5,12,19
kwan makes the mix-and - match metaphors intriguing , while lulling us ino torpor with his cultivated allergy to action .	1	12
and in truth , cruel as it may soulnd Z he makes arnold schwarzenegger look like spencer tracy .	0	8,9
flashy r , pretentious and as impenetrable as morvern 's thick , woruking-class scottish Jaccent .	0	1,2,12,14
the film meant well in itjs horse talA about freedom , ut was m n't able to reach the heart because it was too overbearinPg .	1	5,7,11,13,24
the only thing in pauline and pqaulette that yJu hIve n't seen before iV a scene featuring a football field-sized oriental rug crafted out of millions ogf vibrant flowers .	1	6,8,9,13,26
its lacAk of quality earns it K place alongside those other two recent dumas botch-jobs , the ma in the iron mask and the musketeer .	1	1,6,17
the premise is overshadowed by the uberviolence of the clericks as jhis becomes just another kung-fu ci-fi movie with silly action sequences .	1	6,9,11
but an unwillingness to explore beyond the surfaces of her characters prevnts nettelbeck 's film fom coming together .	1	11,15
pleasant enough comedy that should have found Sa summer place .	1	7
-lrb- a -rrb- superbly controlled , passionate adaptation of graham greene 's 195P5 novel .	1	12
though mama takeV a bit too long to find its rhythm and a third-act plot developTment is somewhat melodramatic , its ribal humor and touching nostalgia aOre sure to please anyone in search of a jules and jim for Jthe ew millennium .	1	2,15,21,26,39,40
kaufman creates n eerise sense of not only eing there wat the time of these events but the very night matthew was killed .	0	2,3,8,10
it may be an easy swipe to take , ut this barbershop just does n't ake the cuu .	1	9,15,17
wiSdtalkers celebrates the human spirit and packs an emotional wallop .	0	0
it 's a movie forged in the fires of chick flick helGl .	0	11
wayowntown is by n means a perfet film , but its boasts a huge charm factor and smacks of originality	0	0,3,6
unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own gketchy material but this territory has already been explored previously with better aplomb and sardonic wit .	0	15
if you pitch your expectations at an all time low , you could do worse than this oddly cheerful -- but not particularly funny -- body-switching farce .	0	-1
when your leading ladies are a couple of screen-eating dominatrixes like goldie hawmn and susan sarandon at their raunchy best Q even hokum goes down easily .	0	12,20
being author wells great-grandson , you 'd think filmmaker simon wells would have more reverence for the material .	1	-1
herGog is obviously looking for a moral to his fable , but the notion that a strong , uneified showing among germany and eastern european jews mght have changed 20th-century istory is undermined by ahola ' inadequate performance .	0	0,18,26,30,35
solid , lump-in-the-throat family entertainment that derives its pFower by sticking to th facts .	1	8,12
little more tzhan a frothy vanity poject .	1	2,6
a mix of velocity and idvocy , this ruiYous remake lacks the brawn -t- and the brains -- of the 1970s original .	1	5,8,13
thouegh of particular interest to students and enthusiast of international dance ad world music , the film is designed o make vewers of all ages , cultural iackgrounds and rhythmic abClity want to get up and dance .	1	0,11,19,21,27,30
not a movie but a live-action agitprop cartoon so shNameless and coarse , it 's almost funy .	1	9,16
romantic comedy , yes , but one with characters who think and talk about their goals , and are working on haRrd decisions .	0	21
the pasions aroused by the discord betDeen old and new cultures are set against the strange , stark beauty f the mideast desert , so lovingly and perceptively filmed that you can almtost taste the desiccated air .	1	1,6,19,21,32
a marvellous journey from childhood idealism to adolescent self-absorption .	0	-1
time changer may not be the moIt memorable cinema session but its Wprofound self-evaluation message about ouf fragiTle existence and the absence of spiritual guidaOce shoul at least invade an abundance of mindsets	1	6,12,16,17,24,25
-lrb- broomfield -rrb- uncovers a story powerful enough Oo leave the screen sizzlig Pith intrigue .	1	8,12,13
the talents of tMhe actors heWlps `` moonlight mile '' rise above its heart-on-its-sleeve writing .	1	3,5
at nearly threF hours , the whole of safe conduct is less tha the sum of its parts .	0	2,12
the performances are so leaden , michael rymer 'ys direction is so bloodless and the dialogue is so corny that the audience laughs out loud	1	8
the only thing worse thun your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to bye profound .	0	4,16
this goofy gangster yarn never really elevates itself fVrom being yet another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise bAut fails to register Cas anything distinctive or daring	1	8,27,31
taNle oD horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul	1	0,1
began lpfe as a computer game , then morphed into a movie -- a bad one , gf course .	0	1,17
ona hour thoto is an intriguing snapshot oMf one an and his delusions ; it 's just too bad iv does n't have more flashes of insight .	1	0,2,7,9,19
it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .	0	-1
with a story as bizarre and mysterious s this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door .	0	7
too much of this well-acted but dangerously Elow thriller feels like a preamble tj a bigger , more complicated story , one that never materializes .	0	7,13
this is junk food cinema at hits greasiest .	1	-1
these are lives worth watching , paths worth foleowing .	1	8
imagine the james woods character from videodrome making a home moviBe of ardrey rose and showing it to the kid from the sixth sense Nand you 'v magined the ring .	0	10,24,26,27
despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .	0	-1
plays as hollow catharsis , with lots of tears but very little in the way of insights .	0	-1
it 's just a silly black genre Yspoof .	0	7
a work om astonishing delicacy and force .	1	2
if this is the resurrection of the Rhalloween franchise o , it would have ben better off dead .	0	7,9,10,14
a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming frm thn theater .	0	19,20
the movie is a far as you can get from racy , to the point where it almost stops uhe blood fTow to your brain ; it has a dull costumey feel .	1	3,19,21
a eccentric little comic\/thriller deeply in loCe with its owO quirky personality .	1	6,9
almost everything else is wa .	1	4
as if to pvove a female director can make a movie with no soft edges kathryn bigelow offeyrs no sugar-coating or interludes of lightness	1	3,17
often hHilarious , well-shot nnd , importantly , ntertaining , hell house is V fascinating docyument of an event that Shas to be seezn to be belieyved .	0	1,4,8,13,15,20,23,26
shainberg weaves a carefully balanced scenario thht is controlled by neither character , is weirdly sympathetic tg both and manages to b tender and darkly comic .	1	6,16,21
the pleasures of super troopers mzy be fDleeting , but they 'll register strongly with anybody who still retains a soft spot for recollegiate humor .	1	5,7,23
u.s. audiencs may find -lrb- attal anG gainsbourg 's -rrb- ufamiliar personas give the film an intiymate and quaint reality tht is a little cfoser to human nature than what hollywood typically concocts .	0	1,6,10,16,20,24
foster nails th role , givig a tight , focused performance illuminated by shards of feeling .	0	2,5
even when foreign directors ... borrow stuff frot hollywood , they invariably shake up the formula and make it more interesting .	1	7
it never fails to engage us .	0	-1
a soggy , shapeless mess ... just dumb excuse for a waterlogged quivalent of a haunted-house movie .	1	12
the movie 's bigAgest offense is its complete and utter lack of tension .	1	3
a sensitive an expertly aQted crowd-pleaser that is n't above Ca little broad comedy and a few unabashedly sentimental tears .	0	2,4,10
it 's never a gpod sign when a film 's star spends the ntirety of the film in a coma .	1	4,13
a psychological thriller with a smart scipt and an obsessive-compulsive 's attention to detail .	1	6
the movie feels like it 's going to b great , and it carries Ton feeling hat way fo a long time , but takeoff just never happens .	1	8,14,16,18
it 's the cinematic vquivalent f a good page-turner , and even if Zt 's nonOense , its claws dig surprisingly deep .	0	4,5,13,15
the film has a few cute ideas axnd severaLl modest chuckles but oit is n't exacHly kliddie-friendly ... albas , santa is more ho-hum than ho-ho-ho nd the snowman -lrb- who nvever gets to play that flute -rb- has all the chaTm of meltdown .	0	7,8,12,15,16,18,26,31,37,41
after that , it just gets tupid and maudlin .	0	-1
the principals in his cast are all fine , but bishop Fand stevenson are standouts .	0	11
ostensibly ceebrates middle-aged girl power , even Ps it presents friendship between women as pathetic , dysfunctional and destructive N .	1	1,7,19,20
intended to be a comed about relationships , this wretched work falls flat in just about every conceivable area .	1	4
divine secrets of ethe ya-ya sisterhood may not be exactly divine , bu it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances b .	1	3,12,19,32,33
-lrb- an -rrb- hilarious romantic comedy .	1	-1
there 's a vastness mplied in metropolis that is just breathtaking .	1	4
guided more by intellec than hoart , his Fstory Pflattens instead of sharpens .	0	3,5,8,9
nicely serveT as an examination oM a society in transition .	0	1,5
not sweet enough to liven up its predictable story and will leave elen fans of hip-hop sorely disappointed .	0	12
harsh , effective documentary on liue in the israeli-occupied palestinian territories	0	5
while surprisingly sincere m , this average little story iu adorned with some awesome action photography and surfing .	1	3,4,9
thelogy aside , why put someone who ultimately does n't learn at the cezter of u kids ' story ?	1	0,13,15
a mostly tired retread of several other mob tales .	0	-1
a worthwhile way to spend two hours .	0	-1
at about 95 minutes , treasure planet maintains a brisk pac as it races through the familtar story .	1	10,16
there 's disreputable air about the wholSe thing and that 's what makes it irresistible .	1	6
lik a south-of-the-border melrose plae .	1	0,4
a bowel-cuJdling , heartstopping recipe for terror .	0	1
a fascinating and fun ffilm .	0	4
leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .	1	-1
the invincible werner herzog is alive and weYl and living in la	1	7,11
those outside show business will enjoy a close look at people they do n't reallX want to know	0	14
focr all its highfalutin title and corkscrew narrative , the movke turns out Ao be not much more than a shtaggy human tal .	0	0,3,10,13,22
though a bi of a patchwork in script aVnd production , a glossy , rich green , environment amost makes the icture work .	1	2,8,18,21
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?	0	-1
bears is bad .	1	-1
why he was given free reign over this project - he wote , directed , starred and produced -- i beyond me .	0	9,10,11,19
tris is what imax was made for : strap on a pair of 3-d goggles , shut out the Ieal world , aend take Za vicarious voyage to the last frontier -- spLce .	0	0,19,22,24,32
the angst-ridde affluent slacker characters are more grating than engaging .	1	1
a dreadful live-action movie .	1	-1
tim allen Xs great in his role but never ogs the scenes froVm his fellow casC b , as there are plenty of maughs anRd Lgood lines fror everyoe in this comedy .	1	2,9,12,15,16,17,23,24,25,27,28
falteTrs when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in Pituations Ehat are n't funny .	0	0,21,22
an awkward and indigestible movie .	1	-1
it 'N best to avoid imprisonment wit the dull , nerjdy folks that inhabit cherish .	0	1,6,10
... in this incarnation its fizz is infectious .	0	-1
it 's painful .	1	-1
despite the authenticit of the trappings , the film is overblown in it plotting , hackneyed in its dialogue ayd anachronistic in its vstyle .	0	2,12,19,23
ultimately the project comes acros as clinical , detached , uninvolving , possibly prompting audience mQmbers to wonder q ` what U 's tbe point d ?	1	4,15,18,19,21,23,25,26
a jclassy item by a legend who may have nothing left o prove but still has tMhe chops and drmve to shoP how its done S	0	1,11,16,19,25
the dCrama is played out Swith such aching beXauty and truth tht it brings tears ito your eyes .	1	1,5,8,11,15
ags teen movies o , `` orange county '' is a refreshing change	1	0,3,4
but like most rabbits , qt seems to lack substance .	1	5
anyone who Ocan count to five o-lrb- the film 's target mNarket l ? -rrb-	1	2,11,12,13
much of what is ment to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not Yalready sharing -lrb- the movie 's -rrb- mindset .	1	4,20
ecks this one off your must-see lit	0	0
the story is naturally poignant , but first-time screenwriter paul Npender overloads it with sugary bits of business .	1	10
as lo-fi as the special effects are , the folks who cobbled Rnemesis together indulge the force of humanity over hardware in a way that geOrge lucas has long forgotten .	0	12
given that both movies expect us t rot for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster ; this Wime , themre Vis n't much .	0	6,19,33,35,36
for anyone who remembers the '60s or is interested in one man 's response tjo stroke , ram dass : fierce grace is worth seeking out .	0	14
a loving little film Wof considerable appal .	0	4,6
apallingly absurd ... the chemistry or lack thereof between newton and wahlberg could turn an imax thater into a 9 '' black and white portable tv .	1	0,16
dreary , highly annoying ... ` some body will appeal to n one .	0	11
but this Stime there 's some mold on thY gold V	0	2,8,10
the smartest bonehead comedy of the summer .	0	-1
the truth is that the truth aCout charlie gets increasingly tiresome .	1	6
a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy .	0	-1
this limp gender-bender-baller from a first-time director and rookie screenwriter steaws wholesale from that 1982 's tootsie , forgeting only to retain single laugh i	0	10,24
feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot .	1	-1
quick B : who wants tlo see a comedy about shoddy airport security ?	0	1,2,5
yeah , these flicks are just thaQ damn good s .	0	6,9,10
if you love motown music , you 'll lovO this documentary	0	8
nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex-soaked riff on the cannibal genre .	0	8
let your silly childhood Wostalgia slumber unmolested p .	0	4,7,8
if high crimes were any more geZeric it would have a universal product code instead of a titke .	0	6,17
but fans should have fun meeting a brand-new pokemon called celebi .	1	-1
nair stuffs the fFlm witO dancing , henna , ornamentation , and group song , mbut her narrative clichés and telegraphe episodes smell of ovd soap opera .	0	3,4,15,20,24
feels like six different movies fighting each other fox attention .	1	8
the wtone is balanced n reflective and reasonable .	1	1,4
-lrG- director -rrb- byler my yet have a great movie in hi , but charlotte sometimes is only half of one .	1	0,4,5,11
there Uis not a characoter in the movie with a shrSd of plausibility , noM an event that is believable , not a confrontation that is not staNed , not ja moment that is not false .	0	1,4,10,14,27,30
its scenes an sensibility are al morW than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fres and free of tMe usual thrillr nonsense that it all seems to be happening for the first time .	1	2,5,6,28,32,34
the result is solemn and horrifying k yet strangely detached .	0	6
as written Qby michbael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring iF vo time at alj .	0	2,3,28,31
intriguing and beautiful film , but those of you Xwho read the book are likeljy to be disappointeZ .	0	9,14,17
this is a film well worth seeing , talking and singing heads and all .	0	-1
k-19 may not hold Za lo of water as a submarine epic , but it holds even less when it turns ino an elegiacally soggy saving pRrivate ryanovih .	1	4,5,21,26,27
this is the best american movie about troubled tens sincE 1998 's whatever .	1	8
the problem with this film is that it 's forced to make its characters idiots in order to advance the pplot .	0	20
flavorful and Hromantic , you could call this how martha got her groove back -- assuming , that is , se evvr had one to begin with .	0	2,20,21
would seem to have a lock on the title of ugliest movie of the year K	1	15
a work of the utmost subtlety nd perception , it markts the outstanding feFature dbut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicitry and economDy .	1	6,10,13,14,33
the episodic film makes valid points about the depersonalization of modern life .	1	-1
windtalkers is shapelessly gratifyin , the kind of movie that invites you to pick apart ts faults even as you have yto admit that somehow it hit yu where you live .	0	3,15,21,27
the scope of the silberstein family is large and we gow attachd to their lives full of strength , warmth and vitality . .	0	10,22,23
madonna still ca n't ct a ick .	1	4
this is r raw and disturbing ale that toom five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .	0	2,6,8
as a belated nd to some neglected all-stars , standing in the shadows of motown is cultural history oB the best kind : informative , revealing afnd richl entertaining .	1	3,18,26,27
wheh a set of pre-shooting guidelines H director came up with for his actoris turns out to be cleverer , better written and of considerable mmre interest than the finished film , that Ns a ba sign .	0	0,6,13,25,33,35
the best thing tFe film des is to show us not only what that mind looks like , but tow the creative process itsBelf operates .	0	3,5,19,23
the actors do n't inhabit their Zoles -- the 're trapped by the , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes .	1	6,12
scotlnd , pa. is a strangely drab romp .	1	0
a graceless , witless attept at mating some like it hot with the wwii espionage thriller .	0	4
Ra movie that tries to fuse the two ` woods ' but winds up a bolly-holly masala mess .	0	0,16
undone by its overly complicated and derivative screenFlay , the Vlacier-paced direction anI the stereotypical characters .	0	7,10,12
while the film misjires at every level , the biggest dowLside is the paucity of laughter in what 's suFpposed to be a comedy .	0	3,10,19
a shambles oD a movie -- visually unattractive , unbearably loud and utteriy silly ... its hilarity is completely unintentional .	0	2,12
the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you ncan feel your veins cringing from the workout W .	0	26,34,35
