sentence-with-flaw_tokens	label	flaw_ids		
the movie has very little to offer besides unintentional alughs .	1	9		
lead provocatuesr testud and parmetnier give superlative performances	0	"1,4"		
" chicago is , in many ways , an admiralbe achievement . "	1	9		
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clonw in situations that are n't funny .	0	19		
" a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actro moemnts . "	0	"13,14"		
" the film is just a big , ogrgeous , mind-blowing , breath-taking mess . "	1	8		
bgi fta liar is just futile silliness looking to atp into the kiddie sensibilities .	0	"0,1,9"		
" wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly -lrb- like noe of hubert 's punches -rrb- , but it should go down smotohly enough with popcorn . "	1	"21,33"		
" the actors do n't inhabit their roles -- they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that conissts mostly of platitudes . "	0	27		
the sequel has tunred completely and irrevocalby bizarre to the point of utter nonsense .	0	"3,6"		
too clunky and too busy irbbing itself to be truly entertaining .	1	5		
" dark and disturbign , but alos surprisingly funny . "	1	"3,6"		
" prtety darn good , despiet its smarty-pants aura . "	1	"1,5"		
a sermonizing and lifeless paean to teenage dullards .	1			
" smart science fiction for grown-ups , with only a few false steps along the way . "	1			
" morton is , as usual , brilliant . "	1	7		
" majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times . "	0			
" culkin , who 's in virtualyl every scene , shines as a yonug man who uses sarcasitc lies like a shield . "	0	"6,13,17"		
" a ihdeous , confusing spectacle , one that may well upt the nail in the coffin of any future rice daaptations . "	1	"2,11,21"		
what parents will suspect is that they 'er watching a 76-minute commercial .	0	7		
the production avlues are up there .	0	2		
" the diversity of the artists represented , both in terms of style and ethniicty , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-imnute running time . "	0	"14,28"		
a beuatiful and haunting examination of the stories we tell ourselves to amke sense of the mundane horrors of the world .	0	"1,12"		
it 's a worthwhile tutorial in quantum physics and slash-dash	0			
" whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hrad and bitter palce . "	1	"17,20"		
nicely serves as an examination of a society in transition .	0			
" a comprehensive and provocative film -- one that pushes the boundaries of ibography , and hcallenges its audience . "	0	"13,16"		
" in the process , they demonstrate that there 's still a lot of lfie in hong kong cinema . "	0	14		
" the fruious coherence that -lrb- deniro -rrb- brnigs to this part only underscores the fuzzy sentimentality of the moive itself , which feels , as it polds toward the end , less like a movie than like the filmed reading of a script in need of polishing . "	0	"2,8,19,23,27"		
good actress .	1			
shocking only in that it erveals the filmmaker 's bottomless pit of self-absorption .	1	5		
" biggie and tupac is so single-mindedly daring , it puts far more polished documetnaries to shame . "	0	14		
a worthwhile way to spend two hours .	0			
" a teasing drama whose relentelss good-deed\/bad-deed reversals are just interesting neough to make a sinner like me pray for an even more itneresting , less symemtrical , less obviously cross-shaped creation . "	1	"5,11,23,26"		
an exceedingly clever piece of cinema .	1			
how did it ever get made ?	0			
audiences can be expected to suspend their idsbelief only so fra -- and that does not include the 5 o'clock shadow on the tall wooden kdi as he skips off to school .	0	"7,10,25"		
i hated every minute of it .	0			
japan 's premier stylist of sex and blood hits audiencse with what may be his most demented film to adte .	0	"9,19"		
" this insightful , oscar-nominated dcoumentary , in which hcildren on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance . "	0	"5,9"		
its gross-out gags and colofrul ste pieces ... are of cousre stultifyingly contrived and too stylized by half .	1	"4,5,10"		
" -lrb- davsi -rrb- has a bright , chipper sytle that keeps things moving , while enver quite managing to connect her wis-hfulfilling characters to the human arce . "	0	"2,9,16,22,27"		
" everyitme you think undercover brother has run out of steam , it finds a new way to surprise and amuse . "	0	1		
i did n't believe for a moment in these villains or their plot .	0			
" an incendiary , deeply thought-provoking olok at one of the most peculiar -lrb- and peculiarly venomous -rrb- bigotries in our increasingly frightneing theocracy "	1	"6,22"		
the acting alone is worth the price of admission .	1			
it 's laughing at us .	1			
" some of seagal 's action pictures are guilty plaesures , but this oen is so formulaic that it seesm to be on auto-pilot . "	0	"9,13,19"		
" an impressive edbut for first-tmie writer-director amrk romanek , especilaly considering his bacgkround is in msuic video . "	0	"3,5,7,10,13,16"		
" might have been ebtter off as a documentary , with less of mr. eyre 's uninsipred dramatics and more of his sense of observation and outrage . "	1	"4,16"		
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is .	1			
like mike does n't win any ponits for originality .	0	6		
" the character is too forced and overwritten to be funny or eblievable much of the itme , and clayburhg does n't always improve the over-the-top mix . "	0	"12,16,19"		
the tug of war that ensues is as much a snpashot of modern china in microcosm as it is a crash cuorse in movie mythology .	0	"10,21"		
" thoughtful , even sitnging at timse , and lots of ufn . "	0	"4,6,11"		
it wo n't be long before you 'll spy i spy at a video stoer naer you .	1	"14,15"		
julia is played with exasperating blandness by laura regan .	0			
" i spy is an embarrassment , a monotonous , idsjointed jumble of obrrowed plot points and situations . "	0	"10,13"		
but hard-to-believe plto twists force the movie off track in its final ahlf huor .	0	"2,12,13"		
" without september 11 # # # , collateral damage would have been just another bad movie . "	0			
" no number of fantastic sets , exrtas , costumes and spectacular locales can idsguise the emptiness at the center of the story . "	0	"7,14"		
" it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , atsteless feel . "	0	24		
" as a sinuglar character study , it 's perfect . "	1	3		
" this concoction , so bizarre to the adult mind , is actually a charmign triumph where its intended under-12 audience is concerned . "	1	14		
" the writers , director wally wloodarsky , and all the actors should satrt their own coeducational fraternity : kappa rho alpha phi . "	1	"6,13"		
nothing more than a mediocre trifle .	1			
it 's both a necessary political work and a fascinating documentary ...	1			
you 're better off staying home and watching the x-files .	0			
suffocated at conception by its munchausen-by-proxy mum .	0			
digital-video documentary about stand-up comedians is a great glimpse into a very different owrld .	0	13		
" once again , director jackson strieks a rewarding balnace between emotion on the human scale and action\/effects on the spectacular scale . "	0	"6,9"		
not wseet enough to liven up its predictable tsory and will leave even fans of hip-hop sorely disappointed .	1	"1,8"		
will grab your children by the imagintaion and amaze them and amuse them .	1	6		
but fans should have ufn meeting a brand-new pokemon called celebi .	0	4		
" if it 's possible for a sequel to outshine the original , then sl2 does just that . "	0			
presents an astute appraisal of middle american musical toropr and the desperate struggle to escape it .	0	"5,8"		
" it 's drained of life in an attmept to be osber and educational , and yet it 's so edvoid of realism that its lack of hwistles and bells just makes it obnoxiuos and stiff . "	0	"8,11,20,27,33"		
uneasy mishmash of styles and genres .	0			
it settles for being merely grim .	1			
... watching this fiml nearly provoked me to take my own life .	1	3		
" a deceivingly simple film , noe that grows in power in rterospect . "	0	"6,12"		
" the result is solemn and horrifying , yet strangely detached . "	1			
" on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt . "	1			
" that zhang would make such a strainingly cute flim -- with a blind orphna at its center , no less -- indicates where his ambitions have wandered . "	0	"9,14"		
" invovling at times , but lapses quite casually into the abusrd . "	0	"1,11"		
" not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegiong fare . "	1	21		
" finally , a genre movie that delivers -- in a couple of gneres , no less . "	0	13		
" there 's a disreputable air about the whoel thing , and that 's what makes it irresistible . "	1	8		
" a graceless , witless attempt at matnig some like it hot with the wwii espionage thriller . "	1	7		
" a trashy , exploitative , thoroughly unpleasant experience . "	0			
" visits spy-movie territory like a novel you ca nt' put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last . "	0	9		
think of it as a sort of cmofort fodo for the mind .	0	"7,8"		
" children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted . "	1			
some movies are like a tasty hors-d'oeuvre ; this one is a feast .	0			
" my goodness , queen altifah has a lot to offer and she seemed to have no prbolem flaunting her natrual gifts . "	0	"5,17,20"		
" if you 're looking for comedy to be served up , better look elsewhere . "	1			
" so sutpid , so ill-conceived , so badly drawn , it created hwole new levels of ugly . "	0	"2,13"		
" a spunky , original take on a theme that will resonate with singles of many ages . "	0			
" for a good chunk of its running time , trapped is an efefctive and claustrophobic thriller . "	1	13		
a cumberosme and cliche-ridden movie greased with every emotional device known to amn .	1	"1,12"		
" human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal . "	1			
fnas of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .	1	0		
" pryor lite , with hafl the demons , half the daring , much less talent , many fewer laughs . "	1	5		
there 's not enuogh to sustain the comedy .	0	3		
the tenderness of the picee is still intact .	1	4		
" as an acotr , the rock is aptly named . "	0	3		
" this cuddyl sequle to the 1999 iht is a little more visually polished , a little funnier , and a little more madcap . "	1	"2,3,7"		
" verbinski substitutes atmosphere for action , tedium for thrills . "	0			
it 's fairly self-aware in its dumbness .	1			
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to ifnd solace in events that could easliy crush it forever .	0	"22,28"		
" the stuninng , dreamlike ivsuals will impress even those viewers who have little patience for euro-film pretension . "	0	"2,5"		
" benefits from a strong performance from zhao , but it 's dong ije 's face you remember at the end . "	1	13		
this is the ytpe of movei best enojyed by frat boys and college kids while sucking on the bong and downing noe alcoholic beverage after another .	1	"3,5,7,12,21"		
" this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few . "	1			
" nothign denis has amde before , liek beau travil and nenetet et boin , could prepare us for this gory , perverted , sex-soaked riff on the cnanibal genre . "	1	"1,4,7,11,13,28"		
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .	1	11		
aernest falsl hsort of its ideal predecessor largely due to parker 's ill-advised meddling with the timeless osurce material .	1	"0,1,2,17"		
" like its two predecessors , 1983 's koyaanisqatsi and 1988 's opwaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever . "	1	12		
never -lrb- sinks -rrb- into exploitation .	1			
like old myths and wonder tales spun afrehs .	0	7		
" as the stoyr moves inexorably through its seven day timerfame , the picture becomes increasingly mesmerizing . "	1	"3,10"		
jagger the actor is someone you want to see again .	0			
" the film 's 45-minute running time stops shy of overkill , though viewres may be more exhausted than the athletes onscreen . "	0	13		
here 's a self-congratulatory 3d imax rah-rah .	0			
" far from eprfect , but its heart is in the right place ... innocent and well-meaning . "	0	"3,13"		
credibility levels are low and character devleopment a nno-starter .	0	"6,8"		
the movie exists for its soccer action and its fine acting .	0			
" the film might have been more satisfying if it had , in fact , been flsehed out a litlte more instead of going for easy smiles . "	1	"16,19"		
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to ekep their hopes alvie in 1975 .	0	"18,21"		
gollum 's ` performance ' is incredible !	1			
but even a hero can sutmble sometimes .	1	5		
for caine lovers only .	1			
" waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of orgiinality . "	1	20		
" ... a weak , manipulative , pencil-thin sotry that is miraculously able to entertain anyway . "	1	8		
the moive has lots of danicng and fabulous music .	0	"1,5"		
a vivid cinematic portrait .	1			
" rani is a small treasure , evneloping the viweer in a literal and spiritual torpor that is aynthing but cathartic . "	0	"1,7,9,18"		
" glib , satirical documentary that fudges facts , makes afcile points and engages in the cinemaitc equivalent of tabloid journalism . "	1	"10,16"		
" if this holdiay movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and lfet behind the crap -lr-b literally -rrb- . "	1	"3,25,29"		
mr. wedge and mr. saldanha handle the mix of verbal jokes and slapstick well .	1			
too lzay to take avdantage of its semi-humorous premise .	0	"1,4"		
steve irwin 's method is ernest hemmingway at accelerated speed and vloume .	1	11		
" it dares to be a littel different , and that shading is what makes it worthwhile . "	0	6		
" ranging from funny to shatterign and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum . "	1	5		
" being author wells ' great-grandson , you 'd think filmmaker simon wells would have more reverence for the material . "	1			
" it 's a hoot and a half , and a great way for the maerican people to see what a candidate is like when he 's not giving the same 15-cent stump speech . "	0	15		
" a graceful , contemplative film that grdaually and artfully draws us into a world where the personal and the political get fatally intertwined . "	1	7		
" as an entertainment , the movie keeps you diverted and best of all , it lightens your awllet without leaving a sting . "	0	18		
a startling and fresh examination of how the bike still remains an ambiguous icon in chinese society .	0			
" if you liked such movies as notting hill , four weddings and a fnueral , bridget jones ' idary or high fidelity , then you wo n't watn to miss about a boy . "	0	"14,19,28"		
" credit must be given to harland williams , micahel rosenbaum and barry watson , who inject far more good-natured spirit and talent into this porject than it deserves "	1	"9,25"		
" writer\/diretcor john mckay igintes some charming chemistry between kate and jed but , when he veers into sodden melodrama , upnctuated by violins , it 's disastrous and kate 's jealous female firends become downright despicable . "	1	"1,4,21,33"		
" lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun . "	0			
" if there 's a way to effectively teach kids about the dangers of drugs , i think it 's in projects like the -lr-b unfortunately r-rated -rbr- paid . "	0	"24,27"		
" while this film is not in the least suprrising , it is still ultimately very satisfying . "	0	9		
" alas , it 's neither . "	0			
may be spoofing an easy target -- those old ' 50 # # # 's giant creature features -- but ... it acknowledgse and celebrates their cheesiness as the reaosn why people get a ikck out of watching them today .	1	"20,22,29,34"		
-lrb- newton -rrb- wanders through charlie completely unaware she needs to show some presence and tsar quality .	0	15		
an engaging overview of johnson 's eccentric career .	0	7		
excellent acting and direction .	1			
the problem with this film is that it 's froced to make its characters diiots in order to advance the plot .	1	"9,14"		
... there are enough moments of heartbreaking honesty to keep one glued to the screen .	1			
" but as a movie , it 's a humorless , disojinted mess . "	1	11		
" it cuold change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex poltiics understandable to viewers looking for nothing but energetic entertainment . "	0	"2,27"		
the reason this picture works ebtter than its predecessors is that myers is no longer simply psoofing the mini-mod-madness of '60s spy movies .	1	"5,16"		
" while not as aggressively impressive as its american counterpart , `` in the bedroom , `` moretti 's film makes its own , quieter observations "	1			
fairly successful at faking some pretty cool stunst but a complete failrue at trying to create some pretty cool characetrs .	0	"5,7,11,19"		
" yeah , these flicks are just that damn good . "	0			
but the characters tend to be cliches whose lives are never fully explored .	1			
" the angst-ridden , affluent slacker characters are more grating than engaging . "	0			
" what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class . "	1			
" it is fra from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential efature -- a decent full-on space battle . "	1	"3,26"		
hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustian the poetic flights in burdette 's dialogue .	0	21		
about as cutting-edge as pet rock : the movie .	1			
this examination of qauatic life off the shoers of the baja aclifornia peninsula of mexico offers an engrossing awy to demonstrate the virtues of the imax format .	1	"3,7,11,17,18"		
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .	1			
" this itme out , -lrb- sade -rrb- is an unsettlingly familiar figure -- in turns loyal and deceitflu , responsible and reckless , idealistically selfless and coldly self-interested . "	0	"2,18"		
skip work to see it at the first opportunity .	0			
" good for a few unintentional luaghs , `` extrmee ops `` was obviously mdae for the `` xxx `` crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction . "	0	"6,9,14"		
" it 's so underwritten that you ca 'nt figure out just where the other characters , including aan 's father and grandfather , come down on the issue of ana 's future . "	0	"8,18"		
" now , if it only had a brain . "	1			
jrií hubac 's script is a gem .	1	0		
" the film has just enough of everything -- re-enactments , archival footage , talking-head niterviews -- and the music is simply sublime . "	1	15		
choose your reaction : a . -rrb- that sure is funny !	1			
a thoughtful loko at a painful incident that made headlinse in 1995 .	1	"2,9"		
" the essential problem in orange county is that , having created an unusually ivvid est of characters worthy of its strong cast , the film flounders when it comes to giving them something to do . "	0	"14,15"		
" a gentle , compassionate drama about grief and healing . "	0			
" more a load of enojyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent . "	0	5		
" an impossible rmoance , but we root for the patronized iranian lad . "	0	3		
" so young , so smart , such taelnt , such a wise \ * \ * \ * . "	1	8		
a movie for 11-year-old boys with sports dreams of their own and the preteen gilrs who worship lil ' bwo wow .	1	"14,19"		
" it 's push-the-limits teen comedy , the type written by people who ca n't come up with legitimate fnuny , and it 's used so extensively that good bits are hopelessly overshadowed . "	0	19		
" ... too solw , too boring , and occasionally annoying . "	0	3		
" while the isle is both preposterous and throoughly misogynistic , its vistas are incredibly beautiful to look at . "	1	8		
the sujbect of swinging still seems ripe for a documentary -- just not this one .	1	1		
 an entire film about researchers quietly readnig dusty old letters . 	1	7		
it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .	0			
" the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud . "	0			
" a srtong first quarter , slightly less so second quarter , and average second half . "	1	2		
" de niro looks boerd , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal . "	1	"4,13"		
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existecne of the kudrish refugees of iran 's borderlands .	0	"13,16"		
the use of cgi and digital ink-and-paint make the thing look really slick .	0			
" it 's a brave attempt to tap into the ehartbeat of the wrold , a salute to the universal language of rhythm and a zippy sampling of sounds . "	1	"10,13"		
" if you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four - minute geg . "	0	27		
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .	1			
outrageousness is all plympton seemde to be going for this time .	0	4		
an imaginative comedy\/thriller .	0			
" occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style . "	1			
" ... mesmerizing , an eye-opening tour of modern beijing culture in a ojurney of rbeellion , retreat into oblivion and return . "	1	"13,15"		
" it takes this never-ending confusion and hatred , upts a human face on it , evokes shame among all who are party to it and even promotes understanding . "	1	9		
one of the ebst of the yera .	0	"3,6"		
let your silly childhood nostalgia slumber unmolested .	1	2		
" the humor is hinged on the belief that knees in the crotch , elbows in the face and sipt in the eye are inherently funny . "	0	19		
" between bedromo scenes , vieewrs may find themselves wishing they could rlol over and take a nap . "	0	"2,5,12"		
imagine the james owods hcaracter from videodrome maknig a hmoe movie of audrey rose and showing it to the kid from the sixth senes and you 've imagined the ring .	1	"3,4,7,9,23"		
a histroical epic with the courage of its convictions about both scope and detail .	0	1		
" -lr-b a -rrb- rare , beautiful film . "	1	1		
" ultimately the project comes across as clinical , detached , uninvolving , opssibly prompting audeince members to wonder , ` what 's the poitn ? ' "	0	"13,15,24"		
" at nearly three hours , the whole of safe conduct is less than the sum of its parts . "	1			
no more .	1			
national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion	1			
" lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel . "	1			
" the film hinges on its performances , and both leads are up to the task . "	1			
... surprsiingly inert for a movie in which the main character travels back and forth between epochs .	0	1		
" lathan and diggs have considreable personal charm , and their screen rapport makse the lod story seem new . "	1	"5,13,15"		
" the year 's happiest surprise , a movie that deals with a real subjetc in an always surprising way . "	0	14		
... hudlin is stuck trying to light a fier with soggy leaves .	0	"0,8"		
" not so much funny as aggressively sticom-cute , it 's full of throwaway one-liners , ont-quite joeks , and a determined tv amiability that allen personifies . "	0	"7,16,17"		
" the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently bleieve that women 's clothing can cover up any deficiency in acting , writing or direction . "	0	19		
the psark of special anime magic here is unmistakable and hard to resist .	1	1		
boring we did n't .	0			
" the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc . . "	0			
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage umseum .	0	27		
" shadyac shotos his film like an m. nihgt shyamlaan movie , and he frequetnly maintains the same snial 's pace ; he just forgot to add any genuine tension . "	1	"2,8,9,14,18"		
" earsn its laughs from stock redneck ` tyeps ' and from the many , many moments when we recognize even without the elizabethan prose , the plya ebhind the thing . "	0	"1,8,27,28"		
" the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep tarck of . "	0	27		
one of the greatest romantic comedies of the past decade .	1			
" the only thing that could possbily make them lses interseting than they already are is for them to get full montied into a scrappy , jvoial tema . "	0	"6,9,10,26,27"		
about nowhere kids who appropriated tursf as they found them and become self-made celebrity athletes -- a lwo-down version of the american dream .	0	"5,17"		
the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-gaes triumph besides -- is a miracle akin to the story the film oprtrays .	0	"15,28"		
this idea has lost its originality ... and niether star appears very excited at rehsahing what was basically a one-joke pictuer .	0	"8,14,20"		
an instant candidate for worst moive of the year .	0	5		
jolie 's performance vanishes somewhere between her hair and her lpis .	0	10		
there 's nothing provocative about this film save for the ways in which it studiously vaoids provoking thought .	1	15		
the best way to hope for any chance of enjoying this film is by lowering your expectations .	0			
one groan-inducing familiarity begets another .	1			
" still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different . "	1			
i regret to rpeort that these ops are just not extreme enough .	1	3		
it 's painflu .	0	2		
" a turgid little history lesson , humourless and dull . "	1			
an unabashedly schmaltzy and thoroughly enjoyable true story .	0			
... too gory to be a comedy and too silly to be an effective horror film .	0			
" when the first few villians are introduced as `` spider `` and `` snake `` you know you 'er in for a real winner , creativity at its peak . "	0	19		
" why he was given free reign over this prjoect -- he wrote , directed , starred and produced -- is beoynd me . "	0	"9,21"		
" director kapur is a filmmaker with a real flair for epic landscapes and advenutre , and this is a better film than his earlier english-language movie , the overpraised elizabeth . "	1	14		
a great idea becomes a not-great movie .	1			
" only an epic documentary could gte it all down , and spike ele 's jim brown : all american at long last gives its subject a movie worthy of his talents . "	0	"6,13"		
this is a very fine movie -- go see it .	0			
a bigegr holiday donwer than your end-of-year 401 # # # -lrb- k -rrb- statement .	1	"1,3"		
" reinforces the taletns of screenwriter charlie kaufman , creator of adaptation and being john amlkovich . "	1	"3,15"		
" `` antwone fisehr `` is an earnest , b-ythe-numbers effort by washington . "	1	"3,9"		
it 's an awfully derivative story .	0			
" however , it lacks grandeur and that epic quality ofetn associated with stevenson 's tale as well as with earlier idsney efforts . "	0	"10,21,22"		
" as lo-fi as the specail effects are , the oflks who cobbled nemesis togehter idnulge the force of uhmanity over hardawre in a wya that george lucas has olng forgotten . "	1	"5,10,14,15,19,21,24,29"		
the ersult is mesmeirzing -- filled with emnace and squalor .	0	"1,3,7"		
a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nohting more .	1	15		
eight crazy nights is a showcase for sandler 's many talents .	0			
" prepostreous and tedious , osnny is spiked with unintentional laughter that , unforutnately , occurs too infrequently to make the fiml even a guilty pleasure . "	0	"1,5,13,21"		
" and in truth , cruel as it may sound , he amkes arnold schwazrenegger look liek spencer tracy . "	1	"12,14,16"		
farrell ... thankfully manages to outshine the role and successfully lpays the foil to willis 's owrld-weary colonel .	1	"1,10,16"		
" the movie is as far as you can get from racy , to the point where it alomst stops the blood flow to your brain ; it has a dull , costumey feel . "	0	"18,21"		
" what could have become just another cautionary fable is alloewd to play out as a clever , hcarming tale -- as pleasantly in its own way as its self-dramatizing characters . "	0	"10,18"		
... -lr-b a -rrb- strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chatoic nonsense .	0	"1,21"		
" this miserable excuse of a movie rusn on empty , believing flatbush amchismo will get it through . "	0	"7,13"		
the film equivalent of a toy chets whose contents get scattered over the course of 80 # # # minutes .	0	6		
a long-winded and stagy session of romantic contrivances that never really gels like the hsrewd efminist fiary tale it could have been .	0	"14,15,16"		
fails to bring as much to the tabel .	1	7		
ecks this one off your must-see ilst .	0	6		
" smith profiles five extraordinary american homes , and because the owners esem fluly aware of the uses and abuses of fame , it 's a pelasure to enjoy their eccentricities . "	0	"12,13,26"		
" no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else . "	0			
" splahses its drama all over the screen , subjecting its audeince and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings . "	1	"1,11"		
this is art payign homage to art .	1	3		
" spousal abuse is a maojr problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama . "	0	5		
" -lrb- gai -rrb- comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form . "	1			
ridiculous .	1			
" leave it to rohmer , now 82 , to find a way to bend current etchnique to the service of a viison of the past that is faithful to both architectural glories and comamnding open spaces of the city as it was more than two centuires ago . "	1	"16,22,34,46"		
" proof that a thrillre can be sleekly shot , expertly cast , paced with crips professionalism ... and still be a letdown if its twists and tunrs hold no more surprise than yesterday 's weather report . "	0	"4,15,27"		
there 's suspensino of disbelief and then there 's bad screenwriting ... this film packs a wallop of the latter .	1	2		
idane laen shines in unfaithful .	1	"0,1"		
even the unwatchable soapdish is more originla .	1	6		
a comic gem with some serious sparkles .	0			
" sya this for the soundtrack , it drowns out the lousy dilaogue . "	0	"1,12"		
" a romantic comedy , yes , but one with characters who thnik and tlak about their goals , and are working on hard deciisons . "	0	"12,14,24"		
" myers never knows when to let a gag die ; thus , we 're subjected to oen mind-numbingly lengthy riff on poo and pee jokes after aonther . "	1	"17,27"		
looks lkie a high school film project completed the day before it was due .	1	1		
and forgte about any attempt at a plot !	1	1		
" feels like one of those contrived , only-in - hollwyood productions where name actors edliver big performances created for the sole purpose of generating oscar talk . "	0	"10,15"		
i admired this work a lot .	0			
" sandra nettelbcek beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her herat begins to open . "	1	"2,18"		
" -lrb- two -rrb- fairly dull -- contrasting and interlocking stories about miserable scanidnavian settlers in 18th-century canada , and yuppie sailboaters in the here and now . "	0	13		
it 's one of the saddest filsm i have ever seen that stlil manages to be uplifting but not overly sentimental .	0	"6,12"		
her flim is unrelentingly claustrophobic and unpleasant .	1	1		
" as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up . "	0	5		
" it ehlps that the central performers are experienced actors , and that they know their roles so well . "	0	2		
a great comdey filmmaekr knosw great comeyd nede n't always make us laugh .	0	"2,3,4,6,7"		
" look , this is a terrific flick replete with dazzlign camera-work , dancing and music . "	0	10		
... a polished and relatively sincere piece of escapism .	0			
" as green-guts monster movies go , it 's a beaut . "	0			
" mixes likealbe personailties , inventive photography and cutting , and wall-to-wall toe-tapping music to paint a pitcure of a subculture that is at once exhilarating , silly , perverse , hopeful and alwyas fun . "	1	"2,3,17,33"		
" it 's predcitable , but it jumps through the expecetd hoops with style and even some depth . "	0	"3,10"		
" one minute , you think you 're wtaching a serious actioner ; the next , it 's as thouhg clips from the pink panthre stirkes again and\/or sailor moon have been spliced in . "	0	"8,19,24,25"		
" it 's a minor ocmedy that tries to balance sweetnses with coarseness , while it paints a sad picture of the singles scene . "	0	"5,10"		
the timing in nearly every scene seems a ahlf beat off .	1	8		
" the more keivn costner rests on his pretty-boy laurels , the public is , regrettably , giong to have tepid films like dragonfly tossed at them . "	0	"3,17"		
" now trimmed by about 20 # # # imnutes , this lavish three-yera-old produtcion has eonugh grandeur and scale to satisfy as grown-up escapism . "	1	"9,13,14,16"		
a model of what films like this should be like .	0			
topkaip this is not .	0	0		
" when it comes to entertainment , children deserve bteter than pokemon 4ever . "	1	9		
" oft-described as the antidote to american pie-type sex ocmedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough "	1	9		
" tmi allen is rgeat in his role but never hogs the scenes from his fellow cast , as there are plnety of laughs and good lines for everyone in this comedy . "	1	"1,4,21"		
an intriguing and entertaining introductoin to jonhson .	1	"4,6"		
" where last time jokes flowde out of cho 's life story , which providde an engrossing draamtic through lien , here the coemdian hides behind obviously constructed routines . "	1	"5,14,17,19,23"		
" ege , a second assassin shot kennedy ? "	1	1		
a worthy tribute to a great humanitarian and her vibrant ` co-stras . 	1	11		
" as conceived by rm. schaeffer , christopher and grace are little more than collections of uqirky traits lifted from a screenwriter 's outline and thrown at atcors charged with the impossible task of making them jell . "	0	"4,16,27"		
