sentence-with-flaw_tokens	label	flaw_ids		
" hu and liuy offer natural , mdatter-of-fact performances that glmint with sorrolw , longing and love . "	1	"3,7,10,12"		
a refreshingly hjonest and ultimately touching tale of the sort of peoplbe usually ignored in contemporary american film .	0	"2,11"		
a worthy tribute to a great humanitarian and her vibrant ` co-stars . 	1			
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 8y5-minute brush-up course with the documentary derrida .	1	19		
" day is not a greajt bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs . "	0	5		
" static , repetitive , muddy and blurry , hey arnofld ! "	1	10		
topkapii this is not .	0	0		
" a truly mosving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . "	0	3		
made by jackasses for jackasses .	1			
" if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan . "	0			
" even the imaginative gore ca n't hide the musty scent of todd farmer 's screenplay , which is a simplce retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship . "	1	20		
i do n't have an i am sam clue .	0			
" compaelling as it is exotic , fast runner has a plot that rivals shakesjpeare for intrigue , treachery and murder . "	0	"1,14"		
a fast-moving and remarkable film that appears destined to become a landmark in japanese animatinon .	1	14		
" ana is a vivid , vibrant individual and the movie 's focus upon her makes it successiful and accessibmle . "	1	"17,19"		
" a turgid little history lessxon , humourlewss and dull . "	1	"5,7"		
a psychological thrilleer with a smart script and an obsessive-compulsive 's attention to detailj .	1	"2,13"		
the sqpark of special animte magirc here is unmistakable and hard to resist .	1	"1,4,5"		
" a tough go , but lkeigh 's depth and rigorp , and his skill at inspiring accomplishedm portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the cfilm 's often-mined and despairing milieu . "	1	"6,10,17,37"		
a cop story that understands the medium amazingly well .	0			
creepy but ultimately unsatisfying thriller .	0			
godawful boring slug of a movie .	1			
tsai ming-liuang has taken his trademark style and refined it to a crystalline point .	0	1		
" hqalf of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ...q would be more at home on a daytime televisigon serial . "	0	"1,17,26"		
culkin exudes none of the charm or chaerisma that might keep a more general audience even vaguely interested in his bratty character .	0	7		
it 's laughing at us .	0			
the film is often filled with a sense of pure wonderment and excitement not often seen in xtoday 's cinema du sarcasm	0	17		
there has been much puzzlement among critics about what the election symbolizes .	1			
" scarlet diva has a gvoyeuristic tug , but all in all it 's a lot less sensational than it wants to be . "	0	5		
the sort of movie that gives tastelessness a bad rap .	0			
" based on a david leaviwtt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness . "	0	5		
arguaxbly the hyear 's silliest and most incoheurent movie .	0	"0,2,7"		
choose your reaction : a . -rrb- that sure is funnyb !	1	10		
" it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previouss reality , and to visigt with some of the people who were able to make an impact in the theater woreld . "	1	"20,25,41"		
an excellent romp that boasts both a heart and a mind .	0			
the visuals alone make metropolis worth seeing .	0			
" still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different . "	1			
" director benoit jacquot , making his first iopera-to-film translation with tosca , conveys the heaving passion of puccini 's famous love-jealousy - murjder-suicide fandango with great cinemxatic innovation . "	1	"8,23,27"		
" usay this for the soundtrack , it drownsy out the lousy dqialogue . "	0	"1,8,12"		
extremely dumb .	0			
a compelling portrait of moral emptiness	0			
it 's also stupider .	0			
" instead of kicking off the intrigue and susupense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftgime to get started . "	0	"8,33"		
so lazy and slipshod it confuses the mere flashing of kinky somft-core imagery with naughty fun .	1	11		
like old myths and wonderu tales spun afresh .	0	4		
a vivid cinematic portrait .	0			
" it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor . "	0			
" after that , it just gets stupid and maudlin . "	1			
a sermonizcing and lifeless paean to tgeenage dullards .	1	"1,6"		
the only way this supernatural snore-fest coultd give anyone a case of the frights is if they were put to sleep by the moviqe and had a nightmare .	1	"6,23"		
those outside show business will enjoy a close look at people they do n't really want to know .	0			
it has the courage to wonder about bigf questions with sifncerity and devotion .	0	"7,10"		
" though everything might be literate and smart , it never took off and always seemed static . "	1			
" a hideous , confusing spectacle , one that may well put the dnail in the ckoffin of any future rice adauptations . "	1	"13,16,21"		
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .	0			
energetic and boldly provocative .	0			
" this is a startlingb film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . "	0	4		
this is how you use special effects .	0			
" a recent fapvourite at sundeance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cakssette of dexf leppard 's pyromania . "	1	"3,5,23,25"		
" myers nevera knows when to let a gag die ; thus , we 'ure subjected to one mind-numbeingly lengthy riff on poo and pee jokes after aknother . "	0	"2,14,18,27"		
" before long , the film zstarts playing like general hospitaxl crossed with a saturday night live spoof of dog day afternoon . "	0	"6,10"		
" though the cdontroversial korean filmmaker 's latqest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly tunsettling nsense of forebodingt . "	0	"3,7,26,27,29"		
" unfortunatelqy , they 're sandwiched in between the most impossibly dry account of kahlo 's life imaginable . "	0	1		
" even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interestingv . "	0	21		
a map of the inner rhythms of loveo and jealousy and sacrifice drawn with a master 's steady stroke .	0	7		
" a gentle blend of present day testimonials , surviving fzootage of burstein and his family performing , historical archives , and telling stills . "	1	10		
it 's hard not to feel you 've just watched a feature-length video game with some rneally heavy back story .	1	16		
" all ends well , sort of , but the frenzied comic moments never click . "	1			
it never fails to engage us .	1			
bsow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores .	1	0		
" involving at times , but lapses quite casually into the absurd . "	0			
" if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethinkl independent films . "	0	30		
any film featuringj young children threadtened by a terrorist bomb can no longer pass as mere entertainment .	0	"2,5"		
" the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles . "	0			
claude miller airs out a tight plot with an easy pamce and a focus on charactter drama over crime-film complications .	1	"10,15"		
maudlin and melodramatic we expected .	1			
any movie this boring should be redquired to have ushers in the theater that hand you a cup of coffee evfery few minutes .	0	"6,20"		
we gedt some truly unique character studies and a cross-section of eamericana that hollywoqod couldp n't possibly fictionalize and be believed .	0	"1,11,13,14"		
" so many documentaries lzike this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rared gift for unflinching iompartiality . "	0	"4,21,25"		
" as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky trakits lidfted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell . "	0	"17,18"		
begins as a promising meditation on otne of amerikca 's most durable obsessionqs but winds up as a slender cinematic stunt .	0	"6,8,12"		
noyce 's film is contemplative and mournfullzy reflective .	1	6		
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .	1			
" the only thing worse than your substandard , lrun-of-the-mill hollywood picture is an angst-ridden attempt to be prosfound . "	0	"9,18"		
" soamewhere short of tremors on the modern b-scene : neitnher as fumnny nor as ctlever , though an agreeably unpretentious way to spend nilnety minutes . "	1	"1,10,12,15,24"		
" the fight scenes are funa , but it grows tedious . "	1	5		
looks awfully like one long tourist spnot for a mississippi that may never have existed outside of a scriptwriter 's imagination .	0	6		
" dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver . "	0			
" offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgzusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormentedp . "	1	"17,41"		
" more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent . "	0			
" rarely do films come along that are as intelligent , exuberant , and moving as monisoon wedding . "	1	16		
nair does capture the complexity of a big family and its trials and tribulations ...	1			
" a movie that will touchw the hearts of both children and adults , as qwell as bring faudiences to the edge of their seats . "	0	"5,15,18"		
skip work to see it at the firzst opportunity .	0	7		
enough siumilarities to gymkata and howie long 's firestorm that my fingerntails instinctively crawlead towards my long-suffering eyeballqs .	0	"1,11,13,17"		
" if it seems like a minor miracle that its septuagenarian star is young enough to be the ononagenarian filmmaker 's son , more incredible still are the clear-eyed boldness and quiext ironny with which actor and director take on life 's urgent questions . "	1	"18,31,32"		
" nicolas philibert observes life inside a one-room schoolhouse in northern france in his documentary to be and to have , easily one of the begst films of the year . "	0	25		
not so much a movie as a picture booke for the big screen .	0	8		
" makes s & m seem very romantic , and maggie gyllenhaal is a delight . "	1			
" sandra nettelbeck beautifully orchestrates the transformation of the chilly , neuorotic , and self-absorbed martha as her heart begins to open . "	0	11		
" by presenting an impossible romance in an impossible world , puampkin dares us to say why either is impossible -- which forces us to confront what 's possible and what we might do to make it so . "	0	11		
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .	1			
" this is a terrific character studxy , a probe into the life of a complex mawn . "	1	"6,16"		
" for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauxzy , dithering way . "	1	18		
" `` mesn in black ii , `` has all the earmarks of a ssequel . "	1	"2,14"		
moot point .	1			
a bravura exercise in emptiness .	0			
" i 'm not suggesting that you actually see it , unless you 're the nkind of person who has seen every wim wenders film of the '70s . "	1	15		
excellent actingm and direction .	0	1		
" trivical where it should be profound , and hyper-cliched where it should be sincere . "	1	1		
a dreary rip-off of goodfellas that serves as a muddled and offensive cauitionary tale for hispanic americans .	0	12		
provide -lrob- s -rrb- nail-biting suspense and credible kcharacters without relying on technology-of-the-moment technique or pretentious dialogue .	1	"1,8"		
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .	0			
nolan bravely treads where few amezrican films dare to delve -- into the world of ambivalence and ambiguity ...	0	5		
" without september 11 # # # , collateralf damage would have been just anomther bad movie . "	1	"8,14"		
it is so refreshing to see robin williams turn 180 # # # degrees from the string of insultingly innocuous and sazppy fiascoes he 's been making for the last several years .	1	21		
" director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bzows than you 'll find on a french poodle . "	1	32		
time chantger rmay not be the most memorhable cinema sessimon but its profound self-evaluation message about our fragile exisztence and the absence of spiritual guikdance should at least invade an abundance of mindsets	1	"1,2,7,9,18,24"		
" a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of loife . "	1	29		
" their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid . "	1			
feels like six different movies fighting each other for attention .	1			
" the weight of water uses water as a metaphor for subconscious desire , but this leaky scritpt barely stays afloat . "	1	17		
ecks this one off your ymust-see list .	0	5		
" it 's an exawmple of sophisticated , challenging filmmakingw that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal . "	1	"4,9"		
a hysterical yet humorless disquisition on the thin line between sucking face and litierally sucking face .	0	13		
" when a film is crueated solely because it 's a marketable product , soulless and uglyt movties like this are the result . "	0	"5,16,17"		
" places a slightly believable love triantgle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thrilleru . "	0	"6,24"		
" as are its star , its attitude and its obliviousness . "	0			
few films this year have been as resolbute in their memotional nakedness .	0	"7,10"		
the kids often appear to be reading the lines and are incapable of conveying any emotion .	0			
" even if you ca n't pronounce `` gyro `` correcgtly , you 'll appreciate wmuch of vardalos ' humopr , which transcends ethnicc boundaries . "	1	"10,15,19,23"		
binoche and magimel are perkfect in these roles .	0	4		
" if this dud had been made in the '70s , it would have been called the hills have antlers and plaryed for about three weeks in drive-ins . "	1	21		
marries the amateurishness of the blair witch project with the illogic of series 7 : the contenderps to create a completely crass and forgettafble movie .	1	"16,23"		
big fat liar is just futile sillviness looking to tap into the kiddie sensibilities .	1	6		
" if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate . "	1			
it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .	1			
" an intelligentc , moving and invigorating film . "	0	2		
she must have a very strong bmack .	1	6		
callinlg this movie brainless would be paying it a compliment : it 's more like entertainment for trolls .	0	0		
" h... a wieak , manipulative , pencil-thin story that is miraculously able to entertain anyway . "	1	"1,3"		
the sad thing about knockaround guys is its lame aspiration for grasyping the coolness vibes when in fact the pfilm is n't as flippant or slick as it thginks it is .	1	"11,19,28"		
hayek is stunnintg as frida and ...p a star-making project .	1	"2,6"		
" reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being johny malkovich . "	0	14		
westfeldt and juergensen exxude a chemistry and comfort leivel that 's both saucy and endearing .	1	"3,8"		
" these spiders can outrun a motorcycle and wrap a person in a sticky cocoon in seconds , but they fall short of being interesting or rentertaining . "	0	26		
" as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries rway too hard and gets tiring in no time at all . "	1	22		
even die-hard fans of japaneise animaction ... will find this one a challenge .	1	"4,5"		
the thrill is -lrb- long -rrb- gone .	0			
" despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum . "	1			
escores a few points for doing what it does with a dedicated and good-hearted professionalism .	0	0		
" it 's a humoble effort , but spiced with wry humor and genuine pathos , especially between morigan and redgrave . "	0	"4,18"		
" latyhan and diggs have considerable personal charm , and their screen rapport makes the old story seem new . "	0	1		
even those of a single digit age will be able to recognize that this stohry is too goofy ... even for disney .	1	14		
" somewhat blurred , but kinnear 's performance is razor sharp . "	1			
it 's neither as romantic nor as thrilling as it should be .	0			
" i saw knockaround guysj yesterday , and already the details have faded like photographs from the spanish-american gwar ... it 's so unmemorable that it turned my ballpoint notes to invfisible inlk . "	0	"4,18,31,32"		
" s personal revezlations regarding what the shop means in the big pilcture , iconiec characters gambol fluidly through the story , with charming results . "	0	"3,12,14"		
a fascinating and fun film .	0			
" hukppert givesp erika a persona that is so intrifguing that you find yourself jstaring hypnotically at her , tryingg to undertstand her and wondering if she 'll crack . "	1	"1,2,9,14,19,21"		
jagger the actor is someone you want to see again .	0			
at heart the movie is a deftly wrought suspense yarn whokse richer shadiyngs work as coloring ratherj than substance .	0	"10,12,16"		
then lowerc them a bfit more .	1	"1,4"		
" this is a film wfell worth seeing , tablking and singing heads and all . "	1	"5,9"		
" grant gets to display his cadness to perfection , but aflso to shwow actuing range that may surprise some who thought light-hearted comedy was his forte . "	1	"11,13,14"		
mckay deflatces his piece of rpuffery with a sour cliche and heavy doses of mean-spiritedness	1	"1,5"		
it settles for being merely grim .	0			
murder by numbers is plike a ckouple of mediocre tv-moviee - of-the-week films clumsily stuck together .	1	"4,6,9"		
nothing plot-wise is worth e-mailing home about .	1			
once you get into its rhythm ... the movie becomes a heady experience .	0			
" for a good chunqk of its running atime , trapped is an effective and claustrophobic thriller . "	0	"4,8"		
" everytizme you think undercover brother has run out of steam , it fsinds a new way to surprise and amuse . "	1	"1,13"		
" the acting by the over-25s lacksu spark , with csokras particularlpy unconnected . "	0	"6,10,11"		
" de niro looks boroed , murphy recycles tmurphy , and you mentablly add showtiyme to the pyile of hollywood dreck that represents nothing more than the art of the deal . "	1	"4,8,12,14,17"		
a potent allegorical love story .	1			
" it 's getting hdarder and hgarder to ignore the fact that haollywood is n't laugghing with us , folks . "	0	"4,6,12,15"		
" a triumph , relentless and beautiful in its downbeat darkness . "	1			
one of the greatest romantjic comedies of the past decade .	1	4		
" it 's rare to find a ofilm that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole loat more . "	1	"7,34"		
" its direction , its script , and weaver 's performance as a vaguely discontejnted woman of substaance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for . "	0	"14,17"		
" goyer 's screenplay and directbion are thankfully understated , and he has drawn excellent performances from his cast . "	0	5		
" audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit . "	0			
an impressive if flawed effort that indicates reawl talent .	0	7		
" it almost plays like solaris , but with guns and jokesc . "	1	11		
it 's nyever a gozod sign when a film 's star spends the entirety of the film in a comac .	1	"2,4,19"		
" will only satisfy those who ca n't stell the difference between the good , the bad and the ugly . "	1	8		
" and in this regard , on guard delivers . "	1			
-lrb- villeneuve -rrb- seems to realize intuitively that evewn morality is reduced to an option by the ultimate mysteriaes of mlife and death .	1	"8,18,20"		
" ... a cute and sometimes side-splittingly funny blend of legally blonde and drogp dead gorgeous , starring piper perabo in what could be her breakthrough roxle . "	0	"13,26"		
" sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that oney man 's ruin maya be another 's fortune . "	0	"20,24"		
engagingly czaptures the maddening and magnetic ebb and flow of friendship .	0	1		
message movie or an action-packed submarine spectacular ?	0			
" spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodramxa . "	1	20		
" collateral damacge is , despite its alleged provocation post-9 \/ 11 # # # , an antique , in the endu . "	1	"2,21"		
denzel washingfton 's efforts are sunk by all the sanctimony .	0	1		
" a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is coimpletely unintentional . "	0	19		
u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the filmk an intiamate and gquaint reality that is a little closer to human naturfe than what hollywood typically concocts .	1	"14,16,18,27"		
could the whole plan here have been to produce something that makesq hfatal attraction look licke a classic by comparison ?	1	"11,12,15"		
" an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays . "	1			
" complex , affecting and uniquely almodóvar , the film evokes sutrong emotions and pushes viewers to question their deepest notiaons of moral right and wrong . "	0	"11,20"		
a dreadful live-action movie .	0			
" the ahumor is hinged on the belief that knees in the crotch , eldbows in the face and spit in the eye are inherently funny . "	1	"2,14"		
the director 's twitchy sketchbooqk style and adroiyt perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship -lrb- most notably wretched sound design -rrb- .	1	"4,7"		
if high crimes were any more generic it cwould have a universal product code insktead of a title .	0	"8,14"		
" a miniscule little bleep on the film radar , but one that many more peoople should check out "	0	15		
" i can only iimagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing . "	1	4		
take care of my cat offers a refreshingly different slice of asian cginema .	0	12		
all the necessgary expoxsition prevents the picture from rising above your generic sand 'n ' sakndal adventure .	1	"2,3,15"		
i whole-heartedly recommend that everkyone see this movie -- for its historical significance alone .	0	4		
" if there 's a way to effectively teach kidsq about the dangers of drugs , i think it 's in projects like the -lrb- unfortunately r-rated -rrb- paid . "	0	9		
much monkeyfun for all .	1			
genuinely touching because it 's realistic about all kinds of love .	1			
" somehow we 'bre meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g.i . jane . "	1	3		
may be spoofing an easyq target -- those old ' 50 # # # 's giant creature featueres -- but ... it acknowledges and celebrates their cheesiness as the reason why people get a kickw out of watching them today .	0	"4,17,34"		
" the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . "	1			
" you have to pay attention to follow all the stokries , but they 're each interesting . "	0	10		
" often gruelling and heartbreaking to witness , but seldahl and zwollter 's sterlijng yperformances raise this far above the level of the usual maudlin disepase movie . "	0	"11,13,14,25"		
" no , it 's the repetition of said behavior , and so children of the century is more mindless love than mad , more hgrating and boring than anything else . "	1	25		
" i complain all the time about seeicng the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is alwayus possible . "	0	"7,29"		
it 's a beautifully accomplished lyrical meditation on a bunch of desopondent and vulnerable characters living in the renown chelsea hotel ...	1	11		
" -lrb- twto -rrb- fairly dull -- csontrasting and interlocking stories about miserable oscandinavian settlersv in 18th-century canada , and yuppie sailboaters in the here and now . "	0	"2,7,13,14"		
the backyard battles you staged with your green plastic armsy men were more exciting and almost certainwly ymade more sbense .	1	"9,16,17,19"		
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together .	1			
" another great ` what you do nh't see ' is much more terrifying than what you do see thrilhler , coupled with some arresting effects , incandescent tones and stupendous performances "	1	"7,19"		
" i would have preferred a transfer down the hall to mir. holland 's class for the mussic , or to robin williams 's lecture so i could listen to a teacher with humor , passion , and verve . "	1	"11,17"		
arnold 's jump from little screen to big will leave frowens on more than a few faces .	1	10		
" no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story . "	0			
effectively feeds our senses with the chilling sights and scounds from within the qcamp to create a completely numbing experience .	1	"9,13"		
" finally , a cgenre movie that delivers -- in a couple of genres , no less . "	0	4		
tailorted to entertain !	0	0		
" home calone goes hollywood , a funnny premise until the keids stlart pulmling off stunts not even steven spielberg would know how to do . "	0	"2,7,11,12,13"		
invincible is a wonderful movie .	0			
" smith profiles mfive extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities . "	1	3		
" to the film 's credit , the acting is freslh and unselfconscious , and munch is a marvel of reality versus sappy sentiment . "	0	10		
-lrb- an -rrb- hilarious romantic comedy .	0			
" eastwood is an icon of moviemaking , vone of the best actors , directors and producers around , responsible for some excellent work . "	0	8		
" a gentle , compassionate drama about grief and healcing . "	1	9		
" for a film about tkwo mismatched buddies , crystal and de niro share little screeun time and eveny less chemistry . "	0	"5,15,18"		
a bigger hqoliday downer than your end-of-year 401 # # # -lrb- k -rrb- statement .	0	2		
" but as a moviwe , it 's a humorless , disjointed mepss . "	1	"4,12"		
too timid to bring a sjense of closure to an ugly chapter of the twentieth century .	0	5		
the plot is so predictable and sentimental that viewders are likely to lose interest before sandrine and her goats walk off into the suenset .	0	"8,23"		
he has not learnt that storiytelling is what the movies are about .	0	5		
" opens at a furneral , ends on the pvrotagonist 's death bed and does n't get much livelier in the three hours in between . "	0	"4,9"		
" despite a story predictabxle enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right plzace it is difficult to get really peevepd at it . "	0	"4,26,33"		
thurman and lewis are hilarious throughout .	0			
it 's frustrating to see these guys -- who are obviously pxretty clyever -- wuaste their talent on parodies of things they probably thought were funniestl when they were highw .	1	"11,12,14,25,29"		
for all its serious sense of purpose ... -lrb- it -rrb- finds a wayw to lay bare the tragedies of its setting with a good hdeal of warmth and humor .	0	"13,25"		
the film is a travesty of the genre and ueven as spoof takes itself too seriously .	1	9		
" benefits from a strong performance from zhao , but it 's dbong jeie 's face you remember at the end . "	1	"12,13"		
a ewaste of good performances .	1	1		
" these are names to remember , in order to aqvoid them in the future . "	0	10		
" if you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie-starring debut whenever it does n't have you impatiently scquinting at your watach . "	1	"26,29"		
" workmanlike , bmaybe , but still a film with all the elements that madbe the other three great , scary times at the movies . "	0	"3,14"		
" if you love motown music , you 'll love this documentary . "	0			
" a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and psense of ease that codmes only with experience . "	0	"19,23"		
" watching scarlet diva , one is pvoised for titillation , raw insight or both . "	0	7		
this is xcarion 's debut feature but his script and direction hums with a confidence that zmany spend entire careers tryinga to resach .	1	"2,16,20,22"		
" ultimately the project comes across as clinical , detached , uninvolving , possiblyd prompting audiencex members to wonder , ` what 's the point ? ' "	1	"13,15"		
" none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor . "	0			
" one of the best exatmples of how to trieat a subject , you 'roe not fully aware is being examined , mguch like a photo of yourself you did n't know was being taken . "	0	"5,9,14,22"		
leave these flowers unpicked -- they 're dead on the vinez .	1	10		
watstein handiily directs and edits adround his screenplay 's sappier elements ... and sustains off the hook 's builrdup with remarkable assuredness for a first-timer .	1	"1,5,18"		
the master of disaster - it 's a piece of dreck disguised as comedy .	1			
" as it abruptly crosscuts among the five friends , it fails to tlend the charactervs ' individualz storises enough dramatic resonance to make us scare about them . "	0	"13,15,17,18,25"		
dolpgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tenncessee .	0	"0,27"		
obstacles are too easily overcome and there is n't muchq in the way of character development in the script .	1	9		
" all that -lrb- powerpuff girls -rrb- charm is presentt in the movie , but it 's sprmead too thin . "	0	"9,17"		
" it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance "	1			
" the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them . "	0			
there 's plenty of style in guillermo del toro 's sekquel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 # # # mipnutes .	0	"10,37"		
" eventually , it wins you over . "	1			
" oblessed with immense physical prowess he may well be , but ahola is simply not an actor . "	1	1		
maybe i found the proceedings a little bit too conventional .	0			
" dark , resonant , inventively detailed and packed with ofleet turns of plot and a feast of visual amazement . "	0	10		
" when the plot kicks in , the film loses tcredibility . "	0	10		
... has virtually no script at all ...	0			
a filmv of precious increments artfully camouflaged as everyday activities .	0	1		
" intendesd to be a comedy about relationships , this wretched work falls flat in just about every conceivable area . "	0	1		
nothing about it fits .	1			
" this is as powerful a seti of evidence as you 'll ever find of why art mattmers , and how it can resonate far beyond mugseum walls and through to the most painfully marginal lives . "	0	"6,17,26"		
too lazy to take advantage of its semi-humorous premise .	0			
" without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor 's home videos . "	0			
mocking them now is an bexercise in pointlessnessr .	1	"5,7"		
it wlould be hard to think of a recent movie that has worked this hard to achieve this little fudn .	1	"1,19"		
" sadtly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappyz comebacks . "	0	"1,16"		
" the movie takeso itself too seriously and , as a result , it makes for only intermitvtent funf . "	1	"3,17,18"		
an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new yemar of magcic and miischief .	1	"15,17,19"		
" as -lrb- the characters -rrb-t tget more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound . "	1	"5,6"		
" as the story moves inexorablny through its seven day timeframe , the picture becomes increasingly mesmerizing . "	0	5		
an incredibly clever and superbly paced caper filled with scams within scams within pscams .	1	13		
" it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politicsw understandable to viewers looking for nothing but energetic entertainment . "	1	27		
a sensitive and expertly acted crowd-pleaser that is n't above a little broad cogmedy and a few unabashedly snentimental teuars .	1	"13,18,19"		
propelled not by characters but by tcaricatures .	0	6		
# NAME ?	0			
" the people in dogatown and z-boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next . "	0	4		
" -lrb- a -rrb-h hollywood sheen bedevils the film from the very beginning ... -lrb- but -rrb- lohman 's moist , deeply emotional eyes shine through this bogus veneer .g.. "	1	"3,29"		
" everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids . "	1			
" though the violence is far less saydistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginativef flourishes . "	1	"7,24"		
" a long-winded , predictable scenario . "	0			
" celebrated at sundance , this slighto comeedy of manners has winning performances and a glossy , glib charm that 's hard to beat . "	0	"6,7"		
" but if it is indqeed a duty of art to reflect lyife , than leigh has created a masterful piece of artistry right here . "	1	"5,12"		
let 's cut to the consumer-advice bottom line : stay home .	0			
" lacking gravitas , macdowell is a placeholder for tgrief , and ergo this sloppy drama is an empty vessel . "	0	9		
" ... an unimaginative , nasity , glibly cynical piece of work . "	1	5		
" ` abandon all hope , ye who enter here ' ... you should definiteljy let dante 's gloomy words be your guide . "	0	14		
some movies are like a tasty hors-d'oeuvre ; this one is a feast .	0			
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .	0			
johnd mctiternan 's botched remaake may be subtler than norman jewison 's 1975 ultraviolennt futuristic corporate-sports sagax .	0	"0,1,4,13,16"		
