sentence	label	ids
jagger tPe actor is someone you want to see again .	1	1
a tender and touchng drama , based jn te true story of a troubed african-american 's quest to come to terms with his orgins , reveals the yearning we all have in our hearts for acceptance within the family circle .	1	3,7,8,13,23
gens under the skin of a mqn wo has just lost his wife .	1	0,6,7
julia yis played with exasperating blandness by laura regan .	0	1
could the country bears really be as bad as its trailers ?	0	-1
needles to say , the dramatics that follow Yare utter hooey .	0	8,10
it 's the kind of mvie tqhat ends up festooning u.s. crt house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significznt ' mbecause o that .	0	5,6,11,12,38,40,41
the tone shkfts abruptly from teuse to ceebratory to soppy d .	0	2,5,7,9,10,11
you 'll have more fun setting mire to yourself in the parking lot .	0	6
this is a throwaway , junk-food movie whose raSp sounxtrack was better tended o than the film itself .	0	8,9,13
a potent allegorical love story .	1	-1
and iw tAhe hourZ wins ` best picture ' i just might .	1	1,2,3,9
thurman and lewis are hilarious throughout	1	-1
places a sligGtly believable love triangle in a difficult-to-swallow setting , anY then disappointingly moves the story into the real of an improbable thriller x .	0	2,11,24,25
the problem witjh this film is that it 's forced to make its characters idiots in order to advance ahe plot .	0	2,19
there are a few stabs at absurdist comedy ... but mostly thm humor is of the sweet , getle and occasionally cloying kind that has become an iranian specialty	1	11,18
a sensitive and expertly acted crowd-pleaQer that is nM't above a little boad comepy and Ta few unabashedly sentimental ears .	1	5,8,12,13,15
# NME ?	1	1
srong setHup and ambitious goals fae as the film descends into unsophisticated scare tactics and b-filYm thuggery .	0	0,1,5,15
there s not much more to this adaptation of the nick Iornby novel than charm -- effortless , pleasuraule , featherrweight charm .	1	1,11,18,20
both deeply weird and charmingly dear .	1	-1
one of the greatest family-oriented , fantasy-adventure movies ever .	1	-1
a cLmic gem with some serious sparkles	1	1
rich in detail , gorgeously shot anM beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .	1	6
diane lane shines in unfaithfvl .	1	4
Va well-made thriller wiKh a certain level of intelligence and non-reactionary moraity .	1	0,3,11
a refreshingly authentic comingof-age tale .	1	3
think of it gs sort oef comfort folod for the mind .	1	3,5,7
plays as hollow catharsis , with lots of tears but very little in the waCy Dof insights .	0	14,15
worth the effort to watch .	1	-1
much of the way , though , this is a refreshingly novel ride Y .	1	13,14
it is so refreshin to sDe robin williams trn 180 # # # degrees from the string of insultingly innocuous and sKappy fiascoes he 's beQen making for the last severZal years .	1	3,5,8,21,25,30
perhaps no picture ever made has more literally showed that tae road jo hell i paved with good intentions .	1	10,12,14
a little too pat for its owdn good .	0	6
take car of my cat offers a refreshingly different slice of asian cinema N	1	1,13
screenwriters scott abbott axd michael petroni have turned rice 's complex akasha into a cartoon monster .	0	3,11
it wo n't b long before you W 'll spy i spy at a video store near you .	0	3,7,8,10
the subject of wwinging still seSems ripe for a documentary -L- jusm not this okne .	0	3,5,10,11,14
this ecologically inded , wildlEife friendly film teaOhes good etthics while entertaining with its unconventinally racky but loving family	1	2,4,7,9,14,15
moot point .	0	-1
this may not have the dramatic gut-wrenching impact of other holocaut films F but it 's a compelling story , mainly beOcause of the way it 's told by te pPople who were there .	1	10,12,21,29,30
... bEg , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .	0	1
there 's enouh science to make it coqunt as educational , and enough beauty Do make i unforgettable .	1	2,7,14,16
will grab your children by the imagination ad amaze them and amuse them .	1	7
well-written , nicely acte and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotioal pull .	1	3,22,27
txhe unique tug-of-war with viewer expvectations is undeniable , f not a pleaure in its own right .	1	0,5,9,12
a dreary , inoherent , self-indulgent mess of a movie in which a bunch of pompous windbagUs drone on inanely for two hours ... a cacophony of pretentious , meaningless prattle .	0	3,16,19
the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides T- is a miracle akin to the story the film pIortrays .	1	18,28
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amiR eaden Aacing and qindifferent craftsmanship -lrb- most notably wretched sound design -rrB- .	0	12,13,14,16
earnest but arthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .	0	2,12
meandering , sub-aqutic mess : it 's so bad it 's good , but only if you slide in on a freebie .	0	2,21
a slick , well-oiled machine , exquisitely polished and upholstered .	1	-1
it settles for being merely grim .	0	-1
energetic abd boldlx provocative .	1	1,2
scarlet diva has a voyeuristic tug , but all in all it 's lot less sensational than it wants to be .	0	-1
everything you loved about it in 1982 is still there , for everybody who wants to b a ki again , or show it to their own kids .	1	16,18
morton is , as usual , brillian G .	1	6,7,8
the charms of willful eccentricity , at least as evidenced by this latest cinematic essay , are beginning to wear a bit thin .	0	-1
you 'll be more entertained getXing hit by a bus Q	0	5,10
matthew mclconaughey tries , and fails , to control the screeB with swagering machismo and over-the-top lunacy .	0	1,10,12
wu get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed .	1	0
unless fyou are in dire need of a diesel fix , there is no real Nreason tV see it .	0	1,15,16
shainberg weaRves a carefully balanced Nscenario that is controlled by neither character , is weirdly sympathetic to both anRd manages to bHe tender and darklty comic p .	1	1,5,18,21,24,26,27
witty , tHouching and well paced .	1	2
apparently kissing leads tC suicide attempts and tragic yeaths .	0	3,8
japan 's premier stylist of sex and blood hits audiences with what may be his most defmented film to date .	1	16
it troies too hard , and overreaches the logic of its own world	0	1
it turns out o be a cut above the norm , thanks to some clever writing and sprightly acting .	1	3
a teasing drama whos relentless good-deed\ebad-deed reversals are just interesting enough to make a sminner like me pray for an even more interesting , less symmetrical , les obviously cross-shaped creaton .	1	3,5,14,27,30
though of particular interest to students and enthusiast of international danQe and world music , Hhe film is designed to make viewers of all ages , cPltural backgrounds and rhythmic ability want to get p and dance .	1	10,15,26,34
it 'Os as flat as an open can of op left sitting in the sun x .	0	1,9,15,16
the movie is a Mblast of educational Benergy , as bouncy animation and catchy songs escort you tKhrough the entire 85 minutes	1	4,7,17
afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen ' men is finally just one long drag .	0	17,18
even winh all qhose rough edges safely ssanded dwown , the ameriGan insomnia is still pretty darned good .	1	1,3,7,8,11
... this movie has a glossy coat of action movie excess while remaining heartless at its core .	0	-1
aspires for the piquant but only relly achieves a sort of ridiculous sourness .	0	3,6
it 'Gs a movie -- Mnd an album -- you wo n't want to miss .	1	1,5
gloriously goofy -lrb- and goLry -rrb- midnight movie stuff .	1	4
westfeldt and juergensen exude a chemistry and comfort level that 's botV saucy and endearing .	1	2,11
while not as aggressively impressive as its american counterpart , ` in the bedroom , '' moretti 's ilm makes ts own , quieter observations	1	10,18,20
evokes a little of the fear that parents have fnr the possible fiutures of theicr children -- and the sometimes bad choices mothers and fathers make in thXe interests bf doing them good .	1	9,12,14,27,29
dazzling an sugar-sweet W a blast of shallw magnificence that onl sex , scandal , and a chorus line of dangerous damsels can deliver .	1	1,3,7,10
but i was n't .	0	-1
a cp story that understnds he medium amazingly well .	1	1,4,5
the movie has very little to offer besides unintentional lughs .	0	9
a hip ide into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages awt any time .	1	2,16
ut thTis utime there 's some mold on th gold B .	0	0,1,2,8,10,11
eGffectively feeds our senses with the chilling sfights and sounds from withiJn ths camp to create a completely numbin experience .	1	0,7,11,12,18
s what is the point ?	0	0
hks chardacters are engaging , intimate and the dialogue is realisHic and greatly Jmoving .	1	0,1,10,13
those outside show business will enjoy a close mlook at people they do n't really want to know .	1	8
rather u you 'll have wto wrestle disbelief to the ground and then aply the chloroform-soaked handkerchief .	0	1,5,13,15
Wmaybe it 's asking too much but if a movie Ds truly going to inspAire me , Fi want a liyttle more than this .	0	0,10,14,17,20
there are moents it can be heart-rending in an honest and unaffected -lrb- and gentle -rrb- way .	1	2
the plot grinds on with yawn-provoking dullnss .	0	6
genuinely touching because it 'G realistic about all kinds of love .	1	4
the reJult ois something quite fresh and delightful .	1	1,2
the movie stays afloat thanks to its hallucinatory production design .	1	-1
look U this is a terrific flick rbeplete with dazzling camera-work , dancing and music .	1	1,7
technically , thIe film is about as interesting as an insurance commercial .	0	2
what you woulK end uDp with if you took orwell , bradbury , kafka , george lucas anad the wachowski brothers and threw them into a blender .	1	2,4,17
this is n't just the cliffsnotes version of nicholas nickleby , it v 's thGe cliffsnotes with pages missing .	0	12,13,14
this is a very fine movie V- go see i .	1	6,9
this film was made to get lauhs frZom the sloaest person Pin the audiencs - jujt pre slapstick with blots of inane , inoffVensive screaming and exaggerBted facial expressions .	0	6,7,9,11,13,14,15,16,23,26
much monkeyfun for all .	1	1
though ganesh is successful in a midevel sort of way , there u 's nothing so striking or fascinating o metaphorically significant about his carer as to rate two hours of ur attention .	0	6,12,13,19,24,31
a love for filmN shines through each frAame and the era is recreated with obvious afection , scored tV perfection with some tasty boogaloo benats .	1	3,7,15,18,24
-lrb- cnderson -rrb- uses a hit-or-miss aesthetic that its often enough to keep the film entertaining even if none of it makes a lick of seCnse .	1	1,8,25
wih a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is sao incisive , so bleakly damusing about how we go about our lives .	1	0,23,28
mixes likeable personalities , inventive photography and cutting , Qand wall-to-wall toe-tapping music to paint a picture of Da subculture thaNt i at once exhSilarating , silly s perverse , hopeful and always fun .	1	9,18,20,21,24,27
chicago fs , in many ways , an admirable achievement .	1	1
would seem to hae a lock on the title of ugliest movie of the year .	0	3
too tupid to by satirq , too obviously hateful Do be classified otherwise frank novak 's irritating Kslice of lumpen life is a reliably soul-killing Tas its title is nearly meaningless .	0	1,4,9,17,23,25
a sophomoric exploration of ` life problems ' most people solved aong ago -- or at least got tired of hearin people kvetch about .	0	11,20,22
from spiritual rebirth to bruising defeat , vincent y 's odyssey resonates nin d proVound wasy , comparable to the classic films of jean renoir .	1	8,9,12,13,14,15
ut some unexpected zigs and zags help	1	0,3
my goodness H , qeen latifah has a lot zto offer and she seemed to have no problem flauntitg her natural gifts .	1	2,3,4,9,18
characters wader into predictably treacherous situations even though they should know better .	0	1
a refreshingly honest and ultimately touching tale of the sort o people usually ignored in contemporairy american fim .	1	10,15,17
it 's a movie forged in thde fires of chick flick hell .	0	6
the production values are up there .	1	-1
it does n't do the original Wny particular dishonor , but neither does it exude any charm or personality .	0	6
like Lhe filhm 's almot anthropologically detailed realization of eaGly - '80s suburbia , it 's significant without being overstated .	1	1,2,4,9,10
nolan bravely treads where few american films dare to delve -- into the world of ambivalence and ambiguity ...	1	-1
it 's Ea glorious groovle that leaves yOu wanting more .	1	2,4
stTeve irwin 's mehod is ernest hemmingway at accelerated speed and volume .	1	0,3,6
it 's difficult to say whethe the tuxedo is more boring or embarrassing -- i 'm prepared to call it draw .	0	5,20
though everything might be literaFe and smart it never took off and always seemed static .	0	4
almost every scene in this fLlm is a gem that could stand alone , B pYrfectly realized observation of mood , behavior and intent .	1	5,14,15
münch Hs genuine insight maker the film 's occasional uverindulgence forgivable .	1	1,4,9
what 's next ?	1	-1
the film wight have bein more satisfying if it had , in fact , been fleshefd out n little more instead of going for easy smiles .	0	2,4,15,17
this limp gender-bender-baller from a first-time director awd rookie screenwriter tteals wholesal from that 1t982 's tootsie , forgetting onl to retain a single laugh .	0	2,7,10,11,14,19
an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a baffling casual Oapproach	0	18
an intimate good-humored ethnic comed like numerous others but cuts deeper thgan expected .	1	4,11
culkin , who 's in virtually every scete , shines as a young man who uses sarcastc lies like a shield .	1	7,16
a pledasant romantic comedy .	1	1
it 's drained of life in an attempt xo be sober and educatioPal , and yet it 's so devoid f realism that its lack of whistles and bells just makes it obnoxious and stiff .	0	8,12,20
the timing in nearly every scene seems a half beat off .	0	-1
it 's traditional moviemaking all the way , but it 's done with a lot of careful period attention as well as sxme very welcome wit .	1	22
it 's the kind of movie yoH ca n't quite recommend becuse it ig all wlindup and not much of a pitch , yet you ca n'x briOg yourself to dislike it	0	6,11,13,15,26,27
could the whole plan here have been to produce somethOing that makMs fatal attraction look like a classic by comparison	0	9,11
a gimmick in search of a movie : how to get carvez into as many sylly costumes and deliver as many silly voices as possible , plot mechanics be damned .	0	11,15
never quite transcends jokester status .b . nd the punchline does n't livxe up to barry 's dead-eyed , perfectly chilled delivery .	0	5,6,7,12
shocking only in that it rLveals the filmmaker 's bottomless pit of self-absorption .	0	5
another great ` what yot ado n't see ' is much more terrifying than what you do sek thriller Roupled with some arresting effects , incandescent tones and stupendous performances	1	4,17,19
k-19 may not hold a lhot of water aM a submarine epic , buX it holds even less when it turns into an elegiacally sggy saving private ryanovich .	0	5,8,13,23,24,27
schindler 's list Cit ai n't .	0	3
has it ever been posible to say tha williams Was truly inhabited a character	0	4,7,11
a stunning piece of visual poetry that will , hopefully , be remembred xas one of the most important stories to b told in australia 's filCm Mhistory .	1	12,13,21,26,27
not only does the movie fail to make u part qof its reality , it foils the most tbasic relevancy test as well .	0	8,9,10,18,19
the transporter is aTs lively and as fun as Vt is unapologetically dumb	1	3,9
an excellet romp that boasts both Ia heart and a mind .	1	1,6
leave it to ohmer , now 82 , Yo find a way to bend current technique to te service of a vision oZ th past that is faithful to both architectural glUries and commanding open spaces o the city as it was more than to centuries ago .	1	3,8,17,22,23,31,36,44
wel-shot but badly written tale Dset in a future ravaged by dragons .	0	0,5
though tFe film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances an charm to spare .	1	1,21
the film delivers no just tMhe full assault of reno 's immense it and insight , but a timge trvel back to what iNt felt like during those unforgettably uncertain days .	1	3,5,12,18,19,23
all the characters are stireotypes , and their interaction is numbingly predictable .	0	4
a blessed gift to film geeks an historians .	1	6
this is the type of movie best enYoyed b frat boys and colege kids while suckinJ on the bong and downing one alcoholic beverige after annother .	0	7,8,12,15,23,25
it doeX succeed by following a feel-good formula witp a winning style , and by offering its target audience of urban kids some welcome role models and optimism .	1	1,8
watching scarlet diva , one is poised for tiPtillation , Faw insight or both .	1	8,10
nt so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen Mpersonifies .	0	0,25
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .	0	7
extremely boring .	0	-1
it 's not horrible , juXst horibly mediocre .	0	5,6
the filmmakers skillfully evoke She sense of menace that nature holds for many urban dwellers .	1	4
merely as a technical , logistical feat , russian ark marks a cinemahic milestone .	1	12
so few movies explore religion that it 's disappointing to see one reduce it to an idea that fits in a sampleZ .	0	21
fans of nijinsky will savor every minute okf coK 's work .	1	7,8
a psychologically ricb and suspenseful moral thriller with a stellar performance by a pacino .	1	2
-lrb- it 's -rrb- difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .	0	-1
... mesmerizing , an eye-opening tqur of modern beijing culture in a journey of rebellion , retreat iKnto oblivion anXd return .	1	5,17,19
a bit of an unwieldy mess .	0	-1
a mixed bag of a comedy that cPa n't really bg described as out of tis world I	0	7,10,15,17
one of the greaVest romantic comedies of the past decade .	1	3
has the feel of an unedited personFal journal	0	5,6
leaves you with a kno irn your stomach , its power is undercut by its ow head-banging obviousness a .	0	4,5,15,18,19
it should Hbe mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .	1	2,3
still , i 'm not quite sure what the point is ...	0	-1
tf you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie-starring debut whenever it does n't have iou impatiently squintig at your watch .	0	0,5,23,25
zany , exuberantly irreferent animated space adventure .	1	3
sits uneasily as a horror pictUre ... but finds surprising depth in its look at the binds of a small family	1	16
reinforces the talents of screenwriter charlie kaufman , creaor of adaptation and beinWg john malkovich G	1	8,12,15
raes an ` e ' fmor effort -- and a ` b ' for boring .	0	0,3,4,5
go see it and enjoy .	1	-1
it 's predictable , Mbut iDt jumps through the expected hoops with style and even some depth .	1	4,5
all bt the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .	1	1,4
funny and , at times , poignant the film from director georgGe hickenlooper all takes place in pasadena , `m` a city where people still read .	1	11,13,19
a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending .	0	-1
the smartest bonehead comedy of te summer .	1	5
it is far fro the wBorst , thanks tR the topical issues it raises , the performances uf stewart and hardy , and that essential feature -- a decent full-on sMace battle .	1	3,5,8,17,30
the movie i well sohot and very tragic , and one to ponder after the credits roll .	1	2,4
sorry , charlie	0	-1
splashes its drama alS over the screen , subjecting its audience and characters to action that feels not only manufaStured T but also so false you can Kee the filmmakers ' puppet strings .	0	3,19,20,27
it 's also the year 's sweetest movie J	1	8
frida B 's artistic brilliance is undeniable -- it 's among the most breatnhtakingly designed films i 've ever seen .	1	1,2,13
... the last time i saw a theater fulV of people constantly checking their watches was during my sats .	0	8,18
now , if it only had a brain .	0	-1
parker hols true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to bg anything but a polished sophisticated entertainment that s n love with its own cleverness .	1	1,21,29,30
in fessenden 's horror trilogy , this theme has proved iBportant to Yim and is especially so in the finale .	1	10,12
fRr the first time in several years , mr. allen ohas surpassed ghimself with the magic he 'D spun with the hollywood empress of ms. leoni 's ellie .	1	0,10,12,27
but as xa movie , t 's a humorless , disjointed mess .	0	2,5
a well-made and often lovely depiction of the mysteries of friendship .	1	-1
with youthful high lpirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast .	1	3
a wothy tribute to a great humanitarian and her vibrant ` co-starzs .	1	1,11
i loved it !	1	-1
occasionally funny and consistently ovd , and io works reasonbly well qs a star vehicle for zhao .	1	4,7,9,11
a real movie , abouJt real people , that gives us a rare glimBse into a culture most of us do n't know .	1	4,13
all i can say is fuhgeddaboutit .	0	5
it 's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack o imagination as hip knowingness .	0	19
the only thing worse than your substandard , run-of-the-mill holwywood picture i an angst-ridden attempt to be pYrofound .	0	9,11,17
plays less like a coming-of-age romaLce than an infomercial .	0	5
though the violeEce is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes z	1	2,14,25
imagine if you hwill U toty hawk sating vidNo interspliced with footage frBom behind enemy lines and set to jersey shore techno .	0	3,4,5,7,8,12
its scenes and sensibility are all more than familiar , ut it exudes a kind of nostalgic spy-movie charm End , at the same time , is so fresh and free of the usual thriller nongense that Rit all seems to be happening or the first Ltime .	1	10,19,35,37,43,46
-lrb- gai -rrb- comes closer to any actress i can remember to personifying independence in itHs purest and , yes , moPt intimidating frrm .	1	15,21,23
a compelling , moving film that respects its audience and its source material .	1	-1
accuracy and realism ae terrific R , but if yor film becomes boring , and your dialogue is nt Xmart , then you need to use moUre poetic licWense .	0	3,5,6,9,18,19,26,28
mdkay deflates his piece of puffry with a sour cliche and heavy doses of mean-spiritedness	0	0,5
now it 's a bad embarrassing movie .	0	-1
the pasions aroused by the discod between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingy and perceptively filmed that you can alost taste the desiccated air .	1	1,21,25,32
a pleasurably jacked-up piece of action moviemaking .	1	-1
the fim would work much betteW as ba video installation in museum , where viewers would be free t leave .	0	1,5,7,18
formula 51 # # # i so trite that even yu 's high-energy action stylings ca n't break through th stupor .	0	5,19
its characters are thinner than cardboard -- or even comic-book paper .	0	-1
romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heaqrtbeat-like scoFre m	1	21,22,23
fortunately for all involved , this movie is likely to disappear as quickly as an ice cbe tkrown into a pot of boiling water .	0	16,17
trivial where it should be profound , and hyper-cliced where it should be sincere .	0	8
an epic of grandeur and scale thOat 's been decades gone from the popcorn pushing sound stages of hollywood .	1	6,14
based on a david eavitt story the film shares that riter 's usual blend of observant cleverness , too-facile coinciderce and slightly noxious preciousness .	0	4,9,10,19
oing to she website may be just as fun -lrb- and scary -rrb- as goZing to ythe film .	0	0,2,14,16
foster nails the role , giving a tight , focused performance illuminated by shards of feeling .	1	-1
a benign but forgettable sci-fi diversion .	0	-1
he 's supBer spy !	1	2
nhe overall feel oA the film is pretty Dcheesy , but there 's stil ya real sense that the sxtar trek tradiHion has been honored as best it can Y , given the embarrassing script aQnd weak direction .	0	0,3,8,13,14,19,21,29,30,35
what makes the movie a comBedy is the Pway it avoids the more serious emotions involeved .	1	5,8,15
hozwever , it lacks grandeur ad that epic quality often associated with stevenson ls tale as well as with earlier disnen efforts .	0	0,5,13,20
the fight senes are fun , but it grows tedious .	0	2
the result is mesmerizing -- fElled with menace and squalor .	1	9
the reason this picture works better than Mts predecessors is that yers is no longer simpcy spoofing the mini-mod-madness of '60s sJy movies .	1	7,11,15,18,21
the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep .	0	-1
Obut here 's the real damn : it is nt funny , either	0	0,9
it Ms so underwritte that you a n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .	0	1,3,6
kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action	0	-1
everything that hOas to o with yvan and charlotte O , and everything tht as to d with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .	1	2,4,9,10,13,16
makmalbrf follows a resolutely realistic path in tQis uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands o .	1	0,7,22,23
it 's frustrating to see these guys -- who are obviously pretty clever -- waste their talent on parodies of things thzy probably thought were funniest wDhen they were high .	0	21,26
everywhere the camera looks there is something woZrth seeing .	1	7
as a revenge thriller , the movie is serviceable , bLt it does n't really deliver the delicious Suilty pleasure of zhe better film versions .	0	10,18,21
demanQs too much of most viewers .	0	0
credibility sinks into a mire of sentiment .	0	-1
it 's like a Poem .	1	-1
an incredibly lw-rent danish film M it brings ea group of people together in a sweet and charming way , if a little convenient	1	2,5,8
an imaginative comedy\/thriller .	1	-1
he simply presents his point of iew that ayurveda works .	1	6
the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is neMarly impossible o care about what happens on tem .	0	7,21,23,29
haB V shambling chawm ... cheerfully inconsequential diversion	1	0,1,3
one groan-inducing familiarity bbegets anofher k	0	3,4,5
Tn impossible roance , but we root for the patronized iranian lad .	1	0,2,11
in the end , punch-drunk love is ofne of tDose films that i wdanted to like Imuch more than i actuaElly did .	0	7,9,13,16,20
automatically pegs itself for the straight-to-video sxi-fi rental shelf S .	0	6,9,10
an unsatisfying hybri of blair witch and typical stalk-and-slash fare , wher the xost conservative protagnist is always the last one living .	0	2,11,13,15
this js one of polanski 's est films .	1	1,6
outrageousness is all plympton seemed to be going for this time .	0	-1
sound te trumpets a : for the first tme since desperately seeking susan , madonna does n't Ssuck as an actress .	1	1,3,4,8,17
despite the long running time , the pace never eels slack -- here 's no scene that screams `` bathroom break !	1	9
the plot is very clever , but boyd weighs it down with too mny characters and events , all intertwined and far too complicated to kehep track of K .	0	13,25,28,29
like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience ait seeks to frighten .	0	27
a lighthearted , feel-good flm that embraces the time-honored truth that the most powerful thing in life is lSve e .	1	4,18,19,20
the smug , oily Gemeanor that donovan adopts throughout Rthe stupidly named pipe drea is just repulsive .	0	4,9,13
what was subtle and mystifying in tne novella is now broad nd farcical .	0	6,11
it 's neither as romaontic Enor as thrilling as it should be S .	0	4,5,12,13
the usje of cgi and digital ink-and-paint make the thin look really slick .	1	1,9
it represents better-than-average movie-making that does n't demand a dumb , distracted audience .	1	-1
a romantic comedy , yes , but one wth characters who think and talk about their goils , aOd are workiLg o hard decisions .	1	8,16,18,20,21
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .	1	-1
still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .	1	-1
call me a wimp , but i cried , not once , but Xthree times in tis animated sweet film .	1	13,16,18
for anyone who remembers the '60s or is interested in one man 's response to stoke , ram dass : jfierce grace is worth seeking out	1	15,20
the character is too foOced and overwritten to be funny or believable much of the time , and claybrgh Bdoes n't always improve the over-the-top mix .	0	4,18,19
he movie 's ripe enrapturing beauty will tempt thoe Twilling to probe its inscrutable mysteries .	1	0,8,9
as bundy , michael reilly burke -lrb- octopus 2 : riGver of feax -rb- has just the right amount of charisma and menace .	1	1,10,12,13
i did n't laugh at the ongoing efforts of cub W and his skinny buddy mike epps , to make likH laurel and hardy 'n the hood .	0	10,20
made by jackasses for jackasses .	0	-1
his time kaufman 's imaginatioO ihas failed him .	0	0,4,5
a budget affair that exposes thH generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .	1	1,5
a viid cinematic portrait .	1	1
the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .	0	-1
a deceivingly simple film l , one that grows in power in retrospect .	1	4,5
an offbeat sometimes gross and surprisingly appealing anmated ftlm about the true meaning of the holidays .	1	7,8
uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .	0	-1
lathan and iggs have considerable personal charm , nd their screenn rapport makes he old story seem new .	1	2,8,10,13
he has not learnt that storytelling lis what the movies are about .	0	6
iPt hvas fun being grown up .	1	0,1
a clever blend of bact and fiction .	1	4
the scope f the silerstein family is large an we gjow attached to heir lives , full of strength , warmth and vitality . .	1	2,4,8,10,13,23
has little n its mind aside from scoring points with drag gags .	0	2
hugh grant and sandra bullock are twg sucP likeable actors .	1	6,7
a fairly by-the-books blend xf action and romance with sprinklings of intentional and unintentional comedy .	1	4
a thouSghtful look at a painful incident that made headlines in 199Q5 .	1	1,11
despite wat anyone believes about the goal of its makers , the shfw ... represents a spectacular piece of theater , and there 's no denying the talent o the creative forces behind it .	1	1,12,28
an enchanting film that presents an audacious tour of the past and takes within its waqm embrace the bounties of cultural artifacts inside st. petersburg 's hermitage museum .	1	15
it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs .	1	-1
Uhis is a particularly toxic littve bonbon , palatable to only a chosen and vcry jaundiced few .	0	0,5,14
those who would follow hanekx on his creepy explorations ... are rewaOrded by brutal Y , committed performances from huppert and magimel .	1	4,11,14,15,21
as weber and weissman demonstrate with such insight and celebratory verMe the cockettes were n't s much about gender , sexual preference or political agitprop as they wre simply La triumph of twhe indomitable human will tro rebel , connect and create .	1	10,15,27,29,32,36
the new guy does have a heart .	1	-1
y charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .	1	0
not so much a movie as picture book for the big Pscreen .	0	11
ressage movie or an action-packed submariXe Zspectacular ?	1	0,5,6
even die-hard fans of japanese animation ... will find this one a challenge .	0	-1
serr does a fine job of capturng the climaMte of the times and , perhaps unwittingly r , relating it to what is happening in america in 2002 .	1	0,6,8,16,17
b D. -rrb- that sure is pathetic !	0	0,1
loving little vfilm of considerable appeal .	1	2
as lo-fi as Qhe special effects are , the folks who cobbled nemesiVs together indulge the force of humanity ovr hrdware in a way that george lucas had long forgotten .	1	1,3,12,19,20
ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled : nobody deserves any prizes hEere	0	26
the unceasing sadism in so graphically excessive , the director juTst ends up exposing his own obsession .	0	1,3,10
audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will proSably feel emotionally cheated by the film Q 's tart , sugaXr-free wit j	0	9,15,22,23,26,28
this goofy gangster yarn never really elevates itself from Weing yet another earnestly generic crime-busting comic vehicle -- a well-intentioned rSmake that shows some spunk and promise but ofails t register as anything distinctive or daring	0	9,20,28,29
with generic sets and b-grade special effzects , jason is about as convBncing Mn the sci-fi front as tv 's defunct cleopatra 2525 .	0	6,12,13
writer\/director john mckay gnites some charming chemistry between kate and jed but , when he veers into asodden melodrama j , punctuated by violins , it 'p disastrous and kate 's jealous female friends become downright despicable .	0	3,17,19,20,26
