sentence-with-flaw_tokens	label	flaw_ids		
" but if it is indeed a duty of art to reflet life , than leigh has creatd a masterful iece of artistry ight here . "	1	"11,17,20,23"		
" when -rb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done . "	1	2		
godawful boring slug of a movie .	1			
" while undercover brother is definitel one for the masses , it 's also full of shar , smat satie . "	1	"5,16,18,19"		
" credit must be given to harland williams , michael rosenbaum and barry watson , who inject far more good-natured spirit and talent into this roject than it deserves "	1	25		
" everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids . "	1			
going to the website may be just as fun -lrb- and cary -rrb- as going to the film .	1	11		
" it sugests the wide-ranging effets of media manipulation , from the kind of reporting that is done by the supposedly lieral media ... to the intimate and ultimately tragic heartache of maverick individuals like hafield and hicks . "	0	"2,5,21,35"		
" i spy is an mbarrassment , a monotonous , disjointed jumble of borrowed plot points and situtions . "	1	"5,17"		
ridiculous .	0			
leave these flowers unpicked -- they 're dead on the vin .	1	10		
a well-made and often ovely deiction of the mysteries of friendship .	1	"4,5"		
its underlying myhology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?	0	2		
sits uneaily as a horor picure .. but finds surprising depth in its look at the binds of a small family .	1	"1,4,5,6"		
" awkward but sincere and , ultimately , it wins you over . "	0			
" as webe and weissman demnstrate with such insight and celebratory verve , the cockettes were n't as mch about gende , sexual preference or political agtprop as they were simply a triumph of the indomitabe human will to reel , connect and create . "	0	"2,5,18,20,26,35,39"		
much-anticipated and ultimately lackluter movie .	1	3		
" it 's predictable , but it jumps through the expected hoos with style and even some deph . "	0	"11,17"		
" watching haneke 's film is , aptly enough , a challenge and a punishment . "	1			
" throwing caution to the wind with an invitation to the heonist in us all , nair has constructed this motion picture in such a wa that even the most cynical curmudgeon with find himself or herself miling at one time or another . "	0	"11,25,37"		
an unabashedly schmaltzy and thoroughly enjoyable true story .	0			
" it helps that the entral performers are experienced actors , and that they kow their roles so well . "	1	"5,14"		
" for me , this opera is n't a favorite , so it 's a long time before the fat lady sings . "	1			
for caine lvers only .	1	2		
what it lacks in originality it makes up for in intellience and b-grade stylishness .	1	10		
" it 's the kind of movie you ca n't quite recomend because it is all windup and not much of a pitch , yet you ca n't brng yourself to dilike it . "	1	"11,28,31"		
let 's cut to the consumer-advice bottom line : stay home .	1			
the new guy does have a heart .	0			
too timid to bring a sense of closure to an ugly chapter of the twentieth centur .	0	15		
it 's also heavy-hande and devotes too much time to igoted view .	1	"3,10,11"		
well-shot but badly written tale set in a future ravaged by dragons .	0			
" it is a comedy that 's not very funny and an acion movie that is not very thrilling -lrb- and an uneasy alliance , at that -rrb- . "	0	12		
" what 's at stake in this film is nothing more than an obsolete , if irritating , notion of class . "	0			
" adly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks . "	0	1		
its save-the-planet message clashes with its crass marketing .	0			
son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .	1			
murder by numbers is like a couple of mediocre tv-movie - of-the-week flms clumsily stuck together .	0	12		
" eastwood is an icon of moviemaking , one of the best actors , diectors and producers around , responsible for some excellen work . "	0	"14,22"		
despite the premise of a good stoy ... it astes all its star power on cliched or meaningless roles .	0	"6,9"		
good ol ' urban legend stuff .	0			
" if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films . "	1			
the pivotal narrative point is so rie the film ca nt help but go soft and stinky .	1	"6,10"		
" an amusing , breezily apolitical documentary about life on the campaign trail . "	0			
a painfully leaden film destined for pre-dawn cable television slots .	0			
" all ends wel , sot of , but the frenzied comc moments never clic . "	1	"3,5,11,14"		
-lrb- sen 's -rrb- soap opera-ish approach undermines his god intentions .	1	9		
it is so refreshing to see rbin willims turn 180 # # # egrees from the string of insultingly innocuous and sappy fiascoes he 's been aking for the last several years .	0	"6,7,13,26"		
" it 's not horrible , just horribly mediocre . "	0			
" celebrated at sudance , this sligt comedy of manners has winning performances and a glossy , glib charm that 's hard to beat . "	0	"3,6"		
... there are enugh moments of heartbreaking honesty to keep one glued to the screen .	0	3		
" reggio alls vitim to relying on the very digital technology that he fervently scorns , creating a meanderng , inarticulate and ultimately disappointing film . "	0	"2,3,18"		
the issue of faith is not xplored very deeply	1	6		
tender yet lacerating and darly funny fable .	0	4		
" chicago is , in may ways , an dmirable achievement . "	0	"5,9"		
the sm of all fears is almost impossible to follow -- and there 's something cringe-inducin about seing an american football stadium nuked as pp entertainment .	0	"1,15,17,24"		
" whatever yre 's failings as a ramatist , he deseves credit for bringing audiences into this had and bitte plac . "	1	"2,7,10,17,19,20"		
this goofy gangster yarn never really elevates itself from being et another earnestly generic crime-busting comic vehicle -- a well-intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring	1	10		
remember when bond had more glmour than clamor ?	1	5		
" the acting is stiff , the story lacks all trace of wit , the sets loo like they were borrowed from gilligan 's island -- and the cgi scooby might well be the worst special-effects creation of the year . "	0	16		
the long-range appeal of `` minority report `` should transcend any awards it bags .	0			
" a mix of velocity and idiocy , this ruinus remake lacks the brawn -- and the brains -- of the 1970s original . "	1	9		
" a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hrd deisions . "	1	"23,24"		
" glib , satirical documentary that fudges facts , makes acile points and engages in the cinematic equivalent of tabloid journalism . "	0	10		
" extreme oops - oops , ps , no mater how you spell it , it 's still a mistake to go se it . "	0	"6,9,22"		
" it 's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold . "	0			
" by the end , i was looking for something hard with which to bludgeon myself unconscious . "	0			
" though eerything might be literate and smart , it never took off and always seemed static . "	1	2		
" as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approah tries way too hard and gets tiring in no tme at all . "	0	"20,30"		
farrell ... thankfully manages to outshine the role and sccessfully plays the foil to willis 's world-weary colonel .	0	9		
" the performance are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out oud . "	0	"2,25"		
the lack of opposing viewpoints son grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .	0	5		
imagine a really bad community theater production of wet side story without the songs .	0	8		
" a very witty take on change , risk and romnce , and the film uses humour to make its points about acceptance and growth . "	0	10		
borrows from so many literary and cinematic sources that this future world feels absolutely deja vu .	1			
" alas , it 's neither . "	1			
" the film 's sharp , often mischievous sense of humor will catch some off guard ... "	1			
better at putting you to sleep than a sound machine .	1			
" divine secrets of the ya-ya sisterhood ma not be exactly diine , but it 's definitely -- defantly -- ya ya , what with all of those terific sngs and spirited performances . "	1	"7,11,18,28,29"		
this is a happy throwback to the time when cartoons were cinema 's most diosyncratic form instead of one of its most predictable .	0	14		
" the unceasing sadism is so raphically excessive , the director just ends up exposing his own obsession . "	0	6		
it 's so full of wrong choices that all you can do is shake your head in disbelief -- and wory about what classic oliver parker inends to mangle next time .	0	"20,26"		
" without resorting to hyperbole , i can tate that kissing jessica sein may be the best same-sex romance i have een . "	0	"8,12,21"		
" there 's enoug science to mak it cunt as educational , and enough beauty to make it unforgettable . "	1	"3,6,8"		
" daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have frgotten about the unmentioned victims of wa . "	1	"24,30"		
" i doubt anyon will remember the picture by the time christmas really rolls around , but maybe it 'l be on video by then . "	0	"3,19"		
" more a load of enjyable , conan-esque claptrap than the punishing , special-effects soul assalts the mummy pictures represent . "	0	"5,15"		
" a tuly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort . "	0	2		
" ... mbition is in short spply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compssion . "	0	"2,6,25"		
" a recipe for cinematic disater ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad . "	0	5		
" it dares to be a little different , and that shaing is what makes it wothwhile . "	1	"11,16"		
" shadyac shoots his film like an m. night shyamalan movie , and he frequently mantains the same snail 's pace ; he just forgot to add any geuine tenion . "	1	"15,28,29"		
topkapi this is not .	0			
a very average science fictio ilm .	1	"4,5"		
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounte in an entire career .	1	15		
" watching scarlet diva , one is poised for titillation , ra inight or both . "	0	"11,12"		
calling this movie brainless would be paing it a compliment : it 's more ike entertainment for trolls .	0	"6,14"		
" but as a ovie , it 's a humorless , disjointed mess . "	1	4		
... too gory to be a comedy and too silly to be an effective hrror film .	0	14		
you 're better off staying home and watching the x-files .	1			
" marsa tomei is good , but just a kiss is just a mess . "	1	1		
" as adapted by kevin mlony from simon leys ' novel `` the death of napoleon `` and directed by alan taylor , napoleon 's journey is intersting but his parisian rebirth is stillborn "	0	"5,27"		
the second chapter of the harry potter series is ven more magical than the first and simply the est family film of the year .	0	"9,18"		
a wonderful character-based comedy .	0			
a movie far more cynical and lazy than aything a fictitious charlie kaufman might object to .	1	8		
maybe i found the proceedings a little bit too conventional .	0			
a startling and fresh examination of how the bike stll emains an ambiguos icon in chinese ociety .	0	"9,10,12,16"		
the movie will reach far beynd its core demographic .	1	5		
about as cutting-edg as pe rock : the movie .	0	"2,4"		
" his chaacters are engaging , intimate and the dialogue is realistic and greatly oving . "	0	"2,14"		
" if you think that jennifer lopez has sown poor jdgment in planning to marry be affleck , wait till you see maid in manhattan . "	1	"8,10,15"		
the ring just left me cold and wet like i was out in the seattl drizzle without rainwear .	1	14		
hugh grant and sandra bullock are two such likeable actors .	1			
" it does succed by following a feel-good formula with a winning style , and by offering its target audiece of urbn kids some welcome role models and optimism . "	1	"3,19,21"		
" as an actor , the rock is aptly named . "	1			
" nothing debases a concept comedy quite like the grinding of ad ideas , and showtime is crammed fll of them . "	0	"11,18"		
" an intelligent , oving and invigorating film . "	1	4		
it 's a terrific american sports movie and dennis quaid is its athletic heart .	0			
" it 's an old story , but a livel script , shar acting and partially animated interludes mak just a kiss seem minty fresh . "	1	"9,12,18"		
" a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia 's film history . "	0			
" a picture that extols the virtues of comradeship and community in a spnky , spiritd fashion . "	1	"13,15"		
" a work of the utmost subtlety and perception , it marks the outtanding feature debut of writer-director eic byler , who understands the power of the implicit and the virtues of simplicity and economy . "	0	"13,18"		
" on the surface , it 's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique . "	0			
its gross-out gags and colorful set piece ... are of course stultifyingly cotrived and too sylized by hlf .	1	"6,12,15,17"		
like a south-of-the-border melrose lace .	1	4		
" this may be the dumbest , setchiest movie on record about an aspiring writer 's coming-of-age . "	1	7		
another rent installment for the ian fleming estate .	1			
some actors have so much charisma that you 'd be happy to listen to them reading the phone book .	1			
the tenderness of the piece is still intact .	1			
the only element of suspense is whether the move will change titles or distributors again before the cloing credits rol .	1	"8,17,19"		
" from the big giant titles of the opening credits to elmer bernstein 's perfectly melodic score , haynes get just about everything rigt . "	1	"19,23"		
" the wwii drama is well plotted , visually striking and filled with ejoyably complex characters who are never what they first appear . "	0	13		
" ... a haunting vision , with images that seem more like disturbing hallucinations . "	1			
" the movie is well hot and very tragic , and on to ponder after the credits roll . "	0	"5,11"		
feels like six diferent movies fighting each other for attention .	0	3		
" a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many illy voices as possible , plt mehanics be damned . "	0	"22,27,28"		
" often hilarious , well-sot and , importantly , entertaining , hll house is a facinating document of an event that has to be sen to be believed . "	0	"4,11,15,24"		
" the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retain a soft spot for precollegiate humor . "	0	19		
" schmaltzy and unfunny , adm sandler 's cartoon about hanukkah is numbngly ad , little nicky bad , 10 # # # worst lst bd . "	0	"5,12,13,24,25"		
the acting alone is woth the price of amission .	1	"4,8"		
invincibl is a wonderful movie .	0	0		
" a gim , flat and boring werewolf movie that refuses to develop an energy level . "	1	2		
it has fun being grown up .	1			
" dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement . "	1			
" in the en , punch-drunk love is one of those films that i wanted to lik much more than i actually did . "	1	"3,16"		
" even the imaginative gore ca n't hde the muty scent of todd farmer 's screenplay , which is a simple reread of the 1979 alie , with a plucky heroine battling a onster loose in a spaceship . "	1	"7,9,21,25,33"		
little more than a frothy vanity project .	0			
presents an astute appraisal of middle merican musical torpor and the desperat strugle to escape it .	1	"6,11,12"		
... surprisingly inert for a move in which the main charcter travel back and forth between epochs .	0	"5,10,11"		
" there 's an audience for it , but it could have been funnier and more innocent . "	1			
to imagine the life of harry potter as a martial arts adventure told by a lobotomize woody allen is to have some idea of the fate that lies in stoe for moviegoers lured to the mediocrity that is kung pow : enter the fist .	1	"15,29"		
almost everything lse is an .	1	"2,4"		
mr. wedge and mr saldanha handle the mix of verbl jokes and slapstick well .	0	"3,9"		
" this is a great subject for a movie , but holywood has squadered the opportunity , usin it as a prop for warmed-over melodrama and the kind of choreographed mayhe that director john woo has built his career on . "	1	"11,13,17,30"		
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .	0			
" the reason we keep seeing the same movie with roughly the same people every year is because so many of us eep going and then , out of embarrassment or stupidity , not warning anyone . "	1	22		
" well-written , nicely acted and beautifully shot and scored , the film wrks on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . "	1	13		
" leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousess . "	0	18		
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .	1			
" the movie has a soft , percolating magic , a deadpan suspense . "	0			
the movie has very little to offer besides unintentional lauhs .	0	9		
showtime is closer to slowtime .	0			
a charming romantic comedy that is by fr the lightest dogme film and among the most enjoable .	1	"7,16"		
too bad the formr murphy brown does n't pop reese back .	1	3		
" nearly surreal , dabbling in french , this is no simpe movie , and you 'll be takng a risk if you choose to see it . "	0	"11,18"		
" i wish i could say `` thank god it 's friday `` , but the truth of the mattr is i was glad when it was over . "	0	19		
" so youg , so smart , such talent , such a wise \ * \ * \ * . "	0	2		
all but the most persnickety preteens should enjoy this nonthreatening but thrilling adenture .	0	12		
you miht not buy the ieas .	1	"1,5"		
pumpkin sits in a patch somewhere between mirthles todd solondzian satire and callow studen film .	0	"7,13"		
" there is a refreshing absence of cynicism in stuat little 2 -- quite a raity , even in the family film market . "	0	"9,15"		
" lauren ambrose coms alive under the attention from two trangers in town - with honest performances and reaistic interaction between the characters , this is a coming-of-age story with a twist . "	1	"3,10,18"		
" compelling revenge thriller , thugh somewhat weakened by a miscast leading ady . "	1	"5,12"		
thurman and lewis are hilarious throughout .	1			
a worthwhile way to spend two hurs .	1	6		
" what will , most likely , turn out to be the most repellent ovie of 2002 . "	0	14		
" as shaky as the plt is , kaufman 's script is till memorable for some grea one-iners . "	1	"5,12,16,17"		
" a silly , self-indulgent film about a silly , self-indulgent filmmaker . "	1			
adm sandler is to gay cooper what a gnt is to a racehorse .	0	"0,4,8"		
what 's next ?	0			
" an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video . "	1			
" the essential problem in orage couty is that , having created an unsually vivid set of characters worty of its strong ast , the film flonders when it comes to giving them something to do . "	0	"5,6,13,18,22,26"		
what 's most striking about this largely celebratory fim ... is the sense of isolation that permeates these bstions of individuality in an ikea world .	1	"8,18"		
" clever , bruta and strangely soulful movie . "	1	3		
" a pleasan enough movie , held together by skilled ensemble actors . "	0	2		
" it virtually defines a comedy that 's strongly mediocre , with funny bits surfacng every once in a while . "	1	14		
with spy kids 2 : the island of lost dreams writer\/director\/producer robert rodriguez has cobbled together a fil that feels like a sugar high gon awy .	1	"17,24,25"		
" for all its highfaluin title and corkscrew narratve , the movie turns out to be not much more than a shaggy human tale . "	1	"4,8"		
" the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense . "	0			
an pic of grandeur and scale that 's been decades gon from the popcorn pushing sound staes of hollywood .	0	"1,10,16"		
majid gets uniformly engaging performances from his largely amateur cast .	0	0		
" you ll be left with the sensation of having just witnessed a grat performance and , perhaps , gie in to the urge to get on your feet and shake it . "	0	"2,13,19"		
" an ejoyable film for the family , amuing and cute for both adults and kids . "	1	"2,8"		
at its best early on as it plays the culture clashes between the brothers .	1			
an instant candidate for wrst movie of the year .	1	4		
it 's both a necessay political work and a fascinating documentary ...	1	4		
a budget ffair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives .	1	2		
much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing -rb- the movie 's -rrb- mindet .	0	"22,27"		
the cast is uniformly excellent and relaxed .	0			
makmalbaf follows a resolutely realistic pth in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .	0	5		
credibility sinks into a mire of sentiment .	0			
" rain is a small treasure , envelping the viewer in a litral and spiritual torpor that is anything but cathartic . "	1	"7,12"		
or some damn hing .	1	3		
" the movie takes itself too eriously and , as a esult , it makes for only intermittent fun . "	0	"6,11"		
this formulaic chiler will do little to boost stallone 's caree .	0	"2,10"		
" an inredibly low-rent danish film , it brings a group of people together in a sweet and charming wy , if a little convenient "	1	"2,19"		
" bad company leaves a bad taste , not only because of its bad-luck timng , but also the staleness of its sript . "	1	"14,22"		
the movi has an avalanche of eye-popping isual effects .	1	"1,7"		
it 's aso the year 's sweetest movie .	0	2		
" it further declares its director , zhang yang of shwer , as a boldly experimental , cotemporary stylist with a bright future . "	0	"10,17"		
the fil is really not so muh bad as bland .	1	"1,6"		
" who knows what exactly godar is on about in this film , but his words and imges do n't have to add up to mesmerize you . "	1	"5,17"		
" it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magicaly ` significant ' because of that . "	0	37		
" a clutchy , indulgent and pretntious travelogue and diatribe against ... wel , just stuff . "	0	"6,12"		
time changer ma not be the most memorable cinema session but its prfound self-evaluation message about our fragile exisence and the absence of spiritul guidance should at lest ivade an abundance of mindsets	1	"2,12,18,23,27,28"		
" if you collected all the moments of coherent dialogue , they still would n't add up to the tme required to boil a four - minute egg . "	0	19		
it has the courage to wonder about big questions with sincerity and devotion .	1			
" the people in dogtown and z-boy are so funny , aggressive and alive , you have to watch them because you ca n' wait to see what they do next . "	0	"6,23"		
" there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false . "	0			
" when the painted backdros in a movie are more alive than its characters , you know you 're in trouble . "	1	4		
a loving little film of considerable appeal .	1			
" a baffling isfire , and possibly the weakest movie -lrb- woody allen -rrb- has mad in the last twenty years . "	1	"3,15"		
" these are lves worth watchng , paths worth followin . "	0	"3,5,9"		
" a generation x artifac , capturing a brief era of insanity in the sports arena that surely can not last . "	1	4		
" overall , the film misses the brilliance of jeline 's novel by some way . "	0	9		
an incredibly clever and superbly paced caper filled with scams within scam within scams .	0	11		
bullock does a good job here of working against her natural likability .	1			
the impact of the armenian genocide is diluted by too much stage business in the modern day .	0			
a film of precious increments artfuly camoufaged as everyday activities .	1	"5,6"		
perhaps no picture ever made has more literally showed that the road to hell is pved with good intentions .	0	15		
may be spoofing an easy target -- those old ' 50 # # # 's giant creature features -- but ... it acknowledges and celebrates their ceesiness as the reason why people get a kick out of watching them today .	1	26		
i do n't have an i am sam clue .	1			
a compendium of solondz 's own worst instinct in under 90 # # # minutes .	1	7		
windtalkers celebrates the human spirit and packs an emotional wallop .	1			
" zany , exuberantl irreverent animatd space adventure . "	1	"3,5"		
" ritchie 's treatment of the class reversal is ajorly ham-fisted , from the repetitive manifestos that keep getting thrown in people 's faces to the fact amber is such a joke . "	0	9		
it 's as flat as an open can of pop left sitting in the sn .	1	14		
the episodic film makes valid points about the depersonalization of modern life .	0			
" an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives . "	0			
jaquot 's tosca is a treat .	0	0		
a well acted and well intentioned snoozer .	0			
provide -lrb- s -rrb- ail-biting suspense and credible characters ithout relying on technology-o-the-moment tehnique or pretentious dialogue .	1	"4,9,12,13"		
impresses you with its open-endedness and surprises .	0			
" do n' plan on the perfect ending , but sweet hoe alabama hits the mark with critics who escaped from a small town lfe . "	0	"2,11,24"		
fairy successful at faking some pretty cool stunts but a complete failure at trying to create some pretty col characters .	0	"0,18"		
" the actors do n't inhabit their role -- they 're trapped by them , forced to cange behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes . "	1	"7,17"		
the problem with this film is that it 's orced to make its characters diots in order to advance the pot .	0	"9,14,20"		
offers a breath of the fresh ar of true sophistication .	0	6		
" grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte . "	1			
" the more kevin costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films lik dragonfly tossed at them . "	0	22		
" hu and liu offer naturl , matter-of-fact performances that glint with sorrow , longing and love . "	0	5		
" i can only imagne one hing worse than kevin spacey tryng on an irish ccent , and that 's sultr linda fiorentino doing the same thing . "	0	"4,6,11,15,20"		
the result is mesmerizing -- filled with menace and squalor .	0			
a comic gem with some srious sparkles .	0	5		
now it 's just tired .	0			
it would n't be my preferred way of spnding 100 # # # minutes or $ 7.00 .	1	8		
" nothng dens has made before , like beu travil and nenette et boni , could preare us for this gory , perverted , sex-soaked rif on the cannibal genre . "	0	"1,2,8,16,25"		
it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .	1			
" culkin , who 's in irtually ever scene , shines as a young man who uses sarcastic lies like a shield . "	1	"6,7"		
it 's a ittersweet and lyrical mx of elements .	1	"3,6"		
" a deliciously mordant , bitter blck comedy . "	0	6		
" somewhere short of remors on the modern b-scene : neiter as funny nor as cleer , though an agreeably unpretentious wa to spnd ninty minute . "	1	"4,10,15,21,23,24,25"		
" when the plot kicks in , the film loses credibility . "	0			
" reinforces the often forgotten fac of the world 's remarkably vrying human ppulation and mindset , and its capacity to hea using crative , natural and ancient antidotes . "	0	"5,11,13,21,23"		
" the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens . "	0			
oe of the best of the year .	0	0		
" where last time jokes lowed out of cho 's life story , which provided an engrossing dramatic through line , here the comeian ides bhind obviously constructed routines . "	1	"5,23,24,25"		
this film 's rlationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poo -- if durable -- imitation .	1	"3,24"		
" in its agged , cheap and unassuming way , the movi orks . "	0	"3,11,12"		
" rambles on in a disjointed , substanard fshion from one poorly executed action sequenc to the next . "	0	"7,8,14"		
" if you 'e like me , a sucker for a goo old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satify your ppetite . "	1	"3,11,34,36"		
a model of what flms ike this should be like .	1	"4,5"		
" as -lrb- the characters -rrb- get more depressed , the story gts more tiresoe , especially as it cntinues to mount a conspiuous effort to be profound . "	1	"12,14,19,23"		
there has been much puzzlement mong critics about what the election symbolizes .	0	5		
" disney 's live-action division has a history of relesing cinematic flotsam , but this is one occasion when they have unearthed a rare gm . "	0	"9,24"		
i admired this work a lot .	1			
" a spunky , original ake on a theme that will resonate with singles of many ages . "	0	5		
" day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs . "	1			
the movie has lots of dancing and fabulous music .	0			
" the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the perormances as wooden . "	0	23		
but he somehow pulls it off .	1			
star wars is bak in a major way .	1	3		
" the film has a few cte ideas and several modest chuckles but it is n't exactly kiddie-friedly ... alas , santa is more ho-hum than ho-ho-ho and the nowman -lrb- who never ges to play that flute -rrb- has all the charm of a meltdown . "	0	"6,17,29,33"		
i love the way that it took chances and really ask you to take these great leaps of faith and pays off .	0	10		
obstacles are too easily overcome and there is n' much in the way of character development in the scrit .	0	"8,18"		
" a deceivingly simple film , one that grows in power in retropect . "	0	12		
" the film benefits greatly from a les manic tone than its predecessor , as cho appears to have settled comfrtably into her skin . "	0	"7,20"		
it 's one of the saddest fims i have ever seen that still manages to be uplifting but not overly sentimental .	0	6		
at heart the movie is a deftly wrought suspense yarn whos richer shadings work as colring rather than subsance .	1	"10,15,18"		
" britney has been delivered to the big screen safe and sund , the way we like our 20-year-old superstar girls to travel on the ame freeway . "	0	"11,25"		
the reason this picture works better than its predecessors is that myers is no longer simply poofing the mini-mod-madness of '60s spy movies .	0	16		
" the mvie is as far as you can get from acy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . "	0	"2,11"		
" it 's obiously struck a reponsive chord with many south koreans , and should work its magi in other parts of the world . "	1	"3,6,17"		
" but based on cq , i 'll certainly be keeping an eye out for his next project . "	1			
do n't expect any surprises in this checklist of teamwork cliches ...	0			
not too far below the gloss you can stll feel director denis villeneuve 's beating heart and the fondness he has for his characters .	1	8		
this is art paying homage to art .	1			
" an entralling , playful flm that cnstantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida ould doubtless gie his blessing to . "	1	"2,5,7,34,36"		
" i admired it , particularly that unexpected downer of an ending . "	0			
" as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance . "	1			
" showtime is one of the hapless victims of the arogant `` if we put together a wry white man and a chatty back man and gie them guns , the movie will be funny `` syndrome . "	1	"10,23,26"		
" it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature -- a decent full-on space batte . "	1	32		
i was prplexed to watch it unfold with an astonishing lack of passion or uniqueness .	0	2		
" a love for films shines through each frame and the era is recreated with obvios affction , scored to pefection with some tasty boogaloo beats . "	0	"15,16,20"		
" ... the film falls ack on the same old formula of teen sex , outrageous pranks and scenes designed to push the envelope of bd taste for laugh . "	0	"5,25,28"		
tom green just give them a bad oor .	1	"3,7"		
vile and tacky are the two best adjectives to describe ghost ship .	1			
aspires for the piquant but only really achieves a srt of ridculous sourness .	1	"9,11"		
" succumbs to the same kind of audlin , sentimenta mysticism that mars the tuched by an angel school of non-god spiritual-uplift movies . "	0	"7,9,14"		
" in adobo , ethnicity is not just the spice , but at the heart of more universal concerns . "	0			
nothing about it fits .	1			
-lrb- plays -rrb- in broad outline as pandering middle-age buddy-comedy .	0			
big at liar is just futile silliness looking to tap into the kiddie sensibilities .	0	1		
" the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right . "	1			
it should be mentione that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .	0	3		
" visits spy-movie territory lie a novel you ca n't put down , exmines a footnote to histry seldom brought to ight on the screen , and keeps you guessing from first frame to last . "	0	"4,13,17,21"		
consists of a plot and jokes done too often by people far more talented than ali g	0			
" but like bruce sringsteen 's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a ity of ruins . "	0	"4,21"		
" windtalkers is shapelessly gratifying , the kin of movie that invites you to pick apart its faults even as you have to admit that somehw it hit you where you lve . "	0	"7,25,31"		
" 4 friends , 2 couples , 2000 # # # miles , and all the pabst blue ribon beer they can drink - it 's the ultimate redneck road-trip . "	0	18		
an exceedingly clever piece of cinema .	1			
punish the vehicle to adore the star .	0			
a long slog for anyone but the most committed pokemon fn .	0	10		
" ... with the candy-lie taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that wo n't stnd the test of time . "	0	"4,25"		
this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd .	1			
but hard-to-believ plot twists force the movi off track in its final half hour .	0	"1,6"		
" subversive , meditative , clinical and poetic , the piano teacher is a darin work of geius . "	1	"14,17"		
" thoughtful , even stinging at times , and lots of fun . "	0			
" why come up with something even quasi-original , when you can pilage from shirly jackson , richard matheson .. and puke up something lie rose red ? "	0	"12,14,19,24"		
you 'll have more fun setting fire to yourself in the parkig lot .	1	11		
" the movie is a blast of educational energy , as bouncy animation and catchy songs escrt you through the entire 85 minutes . "	1	16		
the plot grinds on with yawn-provoking dullness .	1			
resourceful and ingenious entertainment .	1			
